id_cliente,id_atendimento,nota_nps,data_pesquisa
3767,14215,10,2025-04-23 03:15:09
526,13547,8,2023-02-23 13:11:20
3377,2639,9,2025-02-10 12:07:36
1203,3546,9,2025-07-09 04:38:55
2601,9667,6,2024-09-14 16:44:03
4901,15358,1,2023-11-20 09:41:11
1065,15257,9,2023-04-16 10:22:10
4702,5169,9,2025-02-05 14:49:05
2885,9499,9,2024-08-08 02:38:02
1198,14101,10,2023-01-04 16:39:59
3180,6333,7,2023-05-07 13:52:04
3171,11001,9,2023-11-03 02:14:17
3666,16613,8,2023-06-18 07:12:02
1494,18136,9,2023-09-07 19:23:45
1784,8876,9,2023-06-15 17:10:43
592,2443,9,2025-06-27 15:45:09
856,6075,10,2024-12-03 22:52:58
1670,13239,10,2025-11-15 10:38:16
921,8104,7,2023-03-14 18:07:40
930,14990,8,2025-04-07 19:52:26
3125,1571,10,2023-10-24 22:22:57
4525,1399,10,2024-09-15 02:13:27
2285,2282,3,2024-05-28 14:22:02
2304,8652,10,2025-12-14 13:49:59
3375,9247,10,2024-11-25 10:14:37
1692,17307,8,2023-12-10 21:40:50
1026,2022,10,2023-12-20 04:23:37
4991,18708,9,2023-01-06 13:13:12
3096,17133,5,2025-11-05 21:56:38
1310,3895,6,2023-03-15 17:46:46
1764,18742,8,2024-08-02 23:32:09
193,16073,10,2025-11-11 23:56:26
2153,19634,9,2023-10-20 14:52:32
287,4882,7,2025-01-07 02:52:05
705,9976,6,2024-04-18 08:59:18
1867,2003,10,2024-09-07 18:43:29
204,18669,10,2023-09-06 11:25:10
789,2557,10,2024-08-19 21:38:17
3438,8815,8,2025-03-03 06:03:11
4278,2306,10,2024-11-27 07:18:28
866,11267,10,2024-03-11 16:25:57
4191,13762,10,2025-07-23 12:41:34
185,12550,10,2024-02-18 13:10:34
1974,18252,7,2024-07-17 05:52:47
2742,903,10,2025-05-02 12:26:46
3515,16086,10,2024-02-23 03:01:51
2365,7133,7,2025-05-01 17:08:00
1718,182,10,2024-12-15 09:23:00
167,1064,10,2025-08-23 02:54:40
1357,7730,10,2023-10-09 19:45:26
520,14475,10,2025-07-20 15:53:16
4229,11288,5,2024-11-10 10:30:43
2365,4773,9,2025-04-24 09:22:06
1012,1854,9,2023-02-14 23:45:56
3579,13167,10,2025-09-03 22:43:27
3851,9631,6,2025-02-01 19:30:48
2920,9688,7,2024-09-01 04:03:59
81,16660,7,2024-05-01 09:41:58
753,8909,1,2023-10-19 01:40:47
1802,5555,10,2025-10-11 12:58:29
42,13643,7,2025-04-27 14:40:58
2443,8288,8,2023-10-24 14:33:25
185,15029,6,2023-03-04 00:46:04
2482,17568,10,2025-04-13 15:25:25
4623,19402,9,2024-12-12 01:02:06
2923,18183,6,2023-07-02 08:37:03
498,1927,9,2024-10-27 11:43:19
293,7678,9,2025-12-16 15:17:06
4257,16672,9,2024-04-25 18:26:27
684,16583,6,2024-07-29 12:09:44
3535,11753,9,2024-10-17 12:48:14
3589,9186,5,2024-05-14 10:31:45
1137,51,10,2023-08-04 22:59:43
1550,17128,9,2024-03-14 01:22:39
2979,14014,9,2023-08-06 02:01:06
659,2498,10,2023-07-26 20:02:42
4950,12405,6,2025-05-18 17:42:10
1361,15855,10,2025-01-31 19:06:03
4576,9685,6,2024-01-04 12:38:01
1739,6957,9,2025-03-22 05:45:11
3753,11931,5,2023-02-04 17:22:36
703,2459,10,2025-03-03 11:40:24
4748,15756,9,2023-11-21 05:58:28
2696,19936,8,2023-02-22 00:37:11
517,8443,10,2025-03-31 03:15:07
4518,10414,9,2025-10-09 02:11:46
334,5377,10,2024-05-04 14:45:23
3817,19696,10,2025-07-25 17:23:29
1568,6758,10,2025-01-22 14:51:12
4805,6216,7,2024-08-14 01:32:24
4840,3932,10,2025-03-11 16:04:27
1853,13954,9,2023-09-12 10:20:42
1457,11973,8,2024-11-14 05:28:23
3820,13113,9,2023-12-12 23:04:56
2418,9470,10,2024-05-18 02:19:16
4694,7402,7,2025-09-14 16:43:56
3367,8318,10,2024-05-29 07:13:22
407,12030,6,2025-11-24 09:58:47
4517,1098,10,2023-06-10 19:20:04
4044,8360,9,2023-03-13 20:21:39
3482,9697,9,2023-03-18 04:34:16
4541,11870,6,2024-11-05 15:26:49
2860,3935,8,2025-06-30 14:52:00
4981,4069,9,2024-10-01 15:54:28
448,11559,10,2024-09-11 20:51:22
4393,7276,7,2025-04-25 11:56:37
881,206,10,2024-11-09 17:19:38
2411,9626,10,2024-11-18 11:57:32
2151,10672,10,2023-05-18 13:48:25
1707,5447,9,2024-02-19 21:45:09
3751,2087,9,2024-11-24 18:57:54
426,3669,7,2023-06-30 09:35:41
2625,15202,3,2023-02-06 06:01:06
3354,11492,9,2023-05-20 04:34:03
4532,18248,9,2023-07-23 18:14:51
4061,19300,9,2025-06-21 17:39:02
698,6528,0,2023-08-02 13:33:57
230,18735,10,2024-11-08 12:59:23
1122,19780,8,2024-04-10 07:08:53
4670,16971,10,2024-01-01 03:33:31
1881,4919,9,2024-09-11 23:28:17
4857,8243,10,2024-11-15 21:56:29
4585,10615,9,2024-01-18 07:49:22
1172,432,7,2024-10-15 08:50:10
2553,2534,10,2023-09-08 03:38:19
4522,2203,9,2024-05-18 14:44:49
2243,1573,9,2023-12-15 05:57:58
2720,8574,9,2025-11-02 22:34:19
4181,10424,10,2023-03-06 12:00:35
3378,16448,10,2024-03-26 18:48:53
629,5269,10,2024-11-15 16:27:26
3142,1278,10,2025-08-15 05:44:08
2070,6678,8,2024-02-26 11:21:56
3518,16621,10,2023-09-14 23:50:34
3107,9527,9,2024-03-09 10:47:30
1464,13631,9,2024-05-26 17:49:41
2388,18490,8,2024-05-27 10:03:47
1743,10431,5,2025-06-05 14:06:47
3827,18793,9,2023-08-20 12:42:50
1465,14294,10,2025-08-14 12:32:56
2567,13317,8,2024-12-02 00:28:46
766,19200,10,2025-04-08 09:33:00
4696,18463,6,2023-06-24 19:34:03
3553,7639,9,2025-07-30 17:37:57
3886,4731,10,2024-09-09 11:57:03
2134,19651,10,2023-05-12 11:34:50
1309,1373,10,2023-04-08 00:14:43
4357,885,9,2025-11-04 04:53:42
2958,11151,8,2025-10-17 08:45:25
2818,1040,9,2023-09-19 08:35:18
3105,14272,10,2025-07-22 20:15:10
4631,1471,7,2024-01-12 17:15:36
4645,4505,1,2023-07-31 15:25:35
4211,294,9,2023-04-18 04:03:45
1155,2446,8,2023-01-03 01:40:23
2319,12559,9,2023-01-17 00:52:52
1345,12504,8,2025-10-09 10:19:26
1915,12523,10,2024-05-19 12:31:31
815,10792,4,2023-07-05 07:15:01
3571,9741,9,2024-11-25 21:05:52
4294,16894,9,2024-12-28 01:15:50
812,12199,8,2023-11-16 04:39:16
3214,16979,7,2023-07-20 09:48:16
2581,2096,1,2025-05-04 17:57:58
2745,18258,6,2023-07-09 13:19:49
857,6144,10,2023-07-16 06:06:14
1633,7027,10,2025-05-28 04:29:35
302,3478,4,2024-07-03 22:13:12
3707,5922,8,2025-11-04 14:42:42
4463,1195,9,2023-06-11 14:39:55
4787,2637,10,2023-12-31 07:31:39
2374,1011,8,2023-12-03 09:55:31
4934,10654,8,2025-04-04 20:32:16
3243,3653,9,2023-02-12 09:47:20
3844,19971,9,2023-08-28 10:56:58
1406,13782,10,2024-11-30 03:32:35
2356,3434,7,2024-09-12 21:26:18
3883,6545,6,2025-12-05 07:32:45
1507,11312,10,2024-08-19 10:28:10
2880,7931,8,2023-10-30 13:14:45
4901,8774,10,2024-10-13 08:55:57
3343,16812,10,2025-10-28 21:13:30
1882,5386,10,2025-07-04 14:33:14
218,6713,3,2024-08-19 12:24:35
1280,10927,9,2023-08-23 18:43:57
576,901,10,2023-09-11 23:22:25
3448,13414,9,2025-01-02 12:33:37
4666,935,5,2024-03-22 16:46:12
4384,6367,9,2025-04-16 22:59:19
1602,13776,5,2025-04-22 14:37:10
430,18581,9,2023-11-24 21:54:19
3032,11760,10,2025-12-18 18:27:39
2008,10374,10,2025-01-22 00:38:52
422,5577,10,2024-11-17 13:31:36
1283,18337,10,2024-02-25 21:24:48
3793,3303,1,2023-10-31 15:02:56
1503,1344,10,2023-01-06 12:27:25
3768,16898,10,2025-03-17 20:24:04
2413,360,9,2023-06-18 04:23:14
324,7919,10,2023-08-31 07:20:14
4200,10909,10,2025-01-28 03:42:13
3919,18395,10,2025-11-14 12:28:37
2928,16969,8,2024-03-27 17:48:56
1775,960,10,2023-06-26 01:11:47
4013,10278,7,2025-09-14 08:16:59
1095,1149,10,2025-04-29 22:11:02
2671,2955,7,2023-08-19 02:40:51
692,5187,5,2025-03-12 14:33:23
3827,2052,10,2023-01-04 06:08:42
4237,19273,5,2023-02-16 11:22:42
4271,2055,9,2024-09-02 05:29:11
6,11217,10,2024-12-28 03:08:26
1848,2502,6,2025-07-17 14:22:40
2665,12458,8,2023-01-09 20:27:17
2305,9073,10,2025-05-09 18:35:34
975,9935,7,2025-08-27 04:18:51
2002,13454,7,2024-03-23 02:21:55
4556,10221,9,2025-06-22 03:05:01
1568,2324,9,2025-05-20 21:38:58
2936,223,10,2023-02-07 12:23:51
2447,18309,10,2024-02-24 02:52:53
315,18195,10,2024-02-18 07:43:17
2797,5860,10,2024-04-13 04:23:14
1235,4339,10,2025-07-11 00:08:05
2178,8490,10,2025-02-09 13:19:27
1747,3157,8,2025-05-27 09:04:04
335,669,10,2024-07-26 08:11:47
914,15945,10,2023-04-22 15:15:46
2437,10645,9,2024-03-18 13:26:12
4848,13598,6,2024-09-07 22:57:30
401,10680,10,2025-12-23 19:44:06
492,14932,9,2025-08-05 01:42:21
2338,19330,8,2023-12-13 01:46:29
4233,12067,10,2024-11-05 01:07:44
4310,19242,2,2025-07-26 19:03:33
1976,14494,7,2023-11-26 13:46:15
4300,3609,5,2024-03-21 16:17:21
1005,19012,8,2023-11-25 15:04:17
4330,7812,9,2025-10-15 02:17:55
3109,17512,8,2023-12-11 02:45:51
2202,12462,10,2025-02-21 18:59:48
3515,10202,7,2025-10-17 17:16:21
3584,3844,10,2025-09-28 11:12:34
4662,14648,0,2024-04-29 14:36:00
3280,8148,7,2023-10-17 02:55:55
2335,4692,10,2023-05-08 13:13:52
2645,5298,9,2023-06-15 00:39:19
4236,17388,8,2023-12-28 07:02:17
2770,15865,10,2025-04-21 09:18:57
1002,15750,9,2024-09-30 04:19:33
2354,7177,4,2025-01-27 05:20:10
4731,15044,6,2025-08-17 14:13:37
3897,5764,10,2024-06-22 01:21:09
3511,9145,8,2024-04-21 21:34:36
4936,13461,10,2024-01-15 09:43:01
3999,13748,10,2024-11-21 12:11:43
2454,1057,7,2025-04-24 22:31:36
1282,9723,9,2024-01-20 02:36:38
3429,12167,10,2024-06-14 00:16:39
4640,6516,9,2025-01-22 18:05:55
2663,2395,10,2024-04-10 10:51:23
588,460,9,2023-11-06 13:53:08
2263,17821,10,2025-01-19 15:42:55
3407,10446,10,2024-10-17 05:06:24
2605,14186,8,2023-05-31 08:06:07
2479,9376,10,2023-09-20 02:46:02
989,18748,0,2024-08-31 13:52:58
2618,12664,0,2024-04-29 19:28:44
4354,12878,10,2025-04-16 15:35:42
3060,16059,9,2025-10-14 18:21:04
2501,5161,9,2023-09-06 18:05:42
4843,9358,9,2025-11-10 08:59:42
902,4529,4,2023-12-23 01:48:04
2422,2158,9,2025-06-16 21:48:25
3047,12546,8,2024-11-16 12:04:59
2772,10287,9,2025-08-26 14:35:38
3720,9254,10,2025-12-05 04:18:55
2921,6165,8,2023-11-29 22:37:52
1833,3538,7,2023-01-13 22:36:09
414,12139,7,2025-11-18 10:50:21
1582,4340,8,2023-07-21 09:09:51
1070,16163,9,2023-03-23 13:37:10
2350,5889,8,2024-03-06 18:28:20
3237,13438,6,2024-05-23 09:41:54
4471,13725,8,2023-05-02 05:29:54
1615,2747,10,2024-10-13 11:28:55
2503,6154,10,2025-09-14 08:05:31
814,15368,10,2024-03-09 05:54:24
4071,103,7,2025-01-13 18:48:40
196,5686,10,2023-12-26 10:08:30
981,1662,10,2025-12-14 13:57:03
1189,14651,9,2023-01-20 01:49:48
3987,2685,10,2025-10-01 11:30:19
728,9413,8,2024-11-19 17:29:21
1039,7342,9,2023-04-11 09:12:19
1820,14526,8,2025-05-20 13:43:28
1744,19723,6,2023-04-16 00:03:53
2909,11717,5,2024-02-25 03:12:12
2463,15155,10,2024-08-20 20:51:53
1396,1695,10,2023-06-24 09:22:30
2366,9200,8,2024-10-08 14:03:04
1826,1066,8,2023-12-02 16:17:40
4280,7306,9,2023-03-13 22:49:39
1288,12810,8,2025-07-04 22:17:20
442,11732,2,2025-11-15 09:09:26
780,16608,3,2023-03-10 04:35:20
928,18520,10,2023-02-25 04:03:57
546,15351,10,2025-04-23 07:49:15
750,5251,5,2024-11-28 01:44:53
553,3480,8,2025-10-05 04:27:57
2439,5750,10,2023-04-14 01:32:11
1695,17741,9,2025-05-30 06:18:53
2045,721,7,2024-04-03 11:30:16
4644,3966,9,2025-09-15 15:31:34
3750,35,8,2024-02-04 10:11:31
234,11563,9,2025-05-23 22:49:45
2981,13176,8,2024-07-29 15:53:20
1913,2359,10,2025-12-26 23:22:39
2027,11712,9,2024-05-02 22:21:17
1867,15160,10,2023-12-25 14:59:53
1288,8981,7,2025-11-28 10:23:53
4979,2894,9,2025-03-22 01:32:28
4310,2609,10,2024-08-25 01:28:16
2528,6293,2,2025-10-30 12:27:22
477,938,8,2024-02-20 16:47:49
744,397,10,2024-11-11 04:39:02
2684,14541,9,2025-09-30 09:23:20
1766,17234,9,2023-01-04 07:40:46
960,17417,8,2025-01-26 18:44:47
1537,15137,9,2023-07-30 13:00:26
4066,12532,10,2024-05-24 12:46:10
2425,2135,8,2025-09-06 00:59:39
528,11652,10,2023-03-20 01:59:36
280,15293,9,2023-09-30 05:02:44
4973,15365,8,2024-12-07 15:33:52
2975,7114,6,2023-03-16 07:37:09
3124,15397,9,2023-07-09 18:34:07
4771,10781,9,2024-09-30 02:16:12
3683,18840,10,2023-07-16 20:37:42
4146,3120,8,2025-02-13 23:27:07
4210,13721,10,2023-10-20 04:50:26
913,5283,10,2024-11-15 00:03:40
2108,1211,8,2024-09-13 20:50:13
1752,4105,9,2024-09-20 11:33:39
1535,17266,8,2024-01-23 07:08:09
2959,19949,10,2024-06-07 13:01:18
25,1086,8,2024-12-14 11:53:37
2947,7889,9,2024-03-05 13:24:44
567,8951,10,2025-09-25 19:10:28
3827,7592,9,2025-07-06 21:43:17
4896,6384,9,2023-04-18 15:58:22
682,19698,9,2023-09-18 07:05:30
2048,10280,9,2023-02-14 18:17:50
1364,12060,8,2024-03-07 08:12:33
710,10385,8,2024-07-25 10:52:45
4482,10830,10,2025-07-15 00:00:30
4299,17596,10,2024-02-09 03:18:34
1583,10320,9,2025-03-30 06:34:40
3217,9210,4,2025-04-08 10:58:05
4246,3380,8,2023-03-18 12:32:56
2209,2636,10,2024-10-16 21:13:23
2304,10480,10,2025-12-25 04:22:46
4511,1459,8,2024-01-25 11:52:10
3830,7923,7,2025-11-02 05:32:30
4571,1319,6,2023-10-03 11:25:35
1659,1770,7,2025-11-05 14:26:27
409,13024,7,2023-03-10 14:17:14
1443,10570,8,2023-06-04 04:40:17
3100,11699,7,2024-01-31 13:54:48
4605,9005,5,2025-12-08 08:07:31
3141,8475,6,2023-10-30 20:01:52
1552,2584,7,2025-09-28 15:15:40
2559,11828,10,2024-06-24 21:40:39
2115,3610,4,2023-08-05 18:35:07
1934,3335,10,2025-09-27 15:52:02
3293,16257,7,2023-10-24 09:17:56
3435,3563,9,2025-01-17 18:53:25
3999,16317,6,2025-10-22 06:24:39
1271,1476,10,2023-05-02 18:06:09
3443,131,10,2025-02-02 05:59:26
993,9162,10,2024-05-21 00:48:54
451,12712,10,2024-02-03 16:41:27
4041,5761,10,2025-09-21 15:16:46
3557,15626,1,2023-02-18 06:54:34
4322,12111,9,2023-05-11 07:20:11
2103,15575,10,2023-06-02 13:31:31
3758,13165,10,2023-03-31 00:44:47
1687,2752,8,2023-07-11 21:06:06
713,5107,10,2025-11-04 05:38:14
2710,9238,9,2025-04-25 17:46:20
902,6780,0,2025-02-13 16:55:19
1564,7179,10,2024-10-18 02:03:14
40,1826,9,2025-02-09 23:00:06
2551,15973,9,2024-10-04 13:42:22
2918,9316,10,2025-02-09 15:45:51
2058,4011,8,2024-01-24 08:15:35
1303,340,9,2023-01-23 14:02:51
125,13755,3,2024-09-03 11:13:15
2895,4418,10,2024-04-22 04:29:58
3720,11321,10,2024-02-04 01:36:25
3267,15721,9,2024-11-27 06:23:03
1306,14245,5,2025-02-26 20:15:31
1073,14721,5,2024-11-07 04:11:48
1556,8139,9,2024-09-08 11:33:27
2576,4129,6,2024-05-08 07:59:27
3442,6742,9,2024-05-29 14:35:38
4504,17669,8,2025-10-04 20:51:07
745,15463,8,2025-01-20 20:17:07
3479,2217,9,2023-04-01 03:18:49
2894,9001,5,2025-10-03 20:05:51
2742,2996,9,2023-06-03 22:41:40
4132,15121,9,2025-10-10 17:46:29
267,12430,10,2024-12-20 03:13:04
157,19062,9,2025-08-31 09:02:12
2908,11115,10,2025-12-01 05:16:44
964,6504,6,2023-10-05 09:13:34
4406,19203,9,2023-12-26 05:44:04
4191,12335,9,2025-01-24 22:29:50
3600,9452,9,2024-08-11 12:13:12
151,5084,10,2023-04-06 12:09:18
739,12315,10,2025-06-12 16:39:39
4814,8479,8,2024-05-09 03:07:30
3047,15957,9,2024-04-11 20:38:54
1042,16232,9,2024-08-05 03:41:17
1763,9625,9,2025-11-23 03:33:51
99,656,10,2025-11-06 12:54:02
2880,18964,5,2023-06-18 23:40:04
1348,15419,6,2023-03-16 12:06:08
2403,2590,10,2023-07-01 19:17:03
4517,15403,6,2023-06-08 07:30:49
1348,5981,10,2025-06-26 22:05:06
2086,7827,9,2023-10-21 13:30:08
4819,3351,7,2024-01-08 01:47:14
4595,11734,8,2024-01-22 21:56:42
4630,8417,10,2024-08-28 19:34:08
1959,6088,9,2023-05-24 02:37:05
3013,3224,10,2024-01-03 03:41:40
3974,12884,4,2023-05-15 04:15:56
2608,12336,9,2023-02-14 12:09:30
3426,8366,10,2023-08-18 23:38:47
2611,11079,10,2025-09-21 10:03:21
3934,3616,8,2023-10-04 04:55:44
1296,17786,8,2024-06-19 01:25:31
547,450,9,2024-08-27 03:39:51
1561,14862,9,2025-08-03 05:32:19
4054,10045,7,2023-03-03 03:05:13
1653,11419,9,2024-08-27 09:03:59
3846,15619,10,2024-09-26 12:30:44
3586,6408,10,2025-10-07 13:25:32
1336,8697,8,2024-02-09 00:35:46
1732,19475,10,2025-02-01 00:57:09
4687,11077,6,2025-07-30 21:39:00
2598,5816,9,2023-09-21 11:10:50
3007,536,6,2025-08-03 06:21:41
4509,9235,10,2024-05-03 05:48:57
3147,14621,7,2024-09-23 04:55:21
936,5427,10,2025-04-28 07:18:06
4298,11021,10,2023-05-23 04:10:57
4384,2426,9,2023-12-28 06:21:56
4031,1837,9,2023-11-11 05:49:42
1594,10355,7,2025-05-22 07:09:07
1734,4743,10,2025-06-04 17:09:11
4931,10464,9,2023-09-05 10:53:37
2397,7464,9,2025-12-07 09:33:17
4738,17299,10,2023-11-06 07:12:51
2812,3464,8,2025-11-10 22:22:23
491,14635,1,2024-02-11 20:07:24
204,2681,8,2024-05-11 04:01:18
2261,10120,7,2023-04-12 08:39:42
1867,6374,10,2023-10-16 19:25:39
4520,1891,10,2025-03-16 05:14:00
2230,1039,6,2023-02-05 18:31:33
4280,17605,5,2024-12-21 10:10:01
444,12558,10,2025-07-17 06:33:42
532,4074,10,2025-05-05 01:52:57
432,7443,10,2025-01-31 04:46:37
1474,10000,10,2025-11-21 21:43:07
4673,1871,10,2025-09-11 21:27:32
502,15197,9,2025-11-14 22:42:23
245,5895,9,2023-10-30 12:41:19
4528,3729,10,2023-10-28 04:37:36
2962,8959,9,2023-08-18 10:47:49
2292,7672,8,2025-04-16 11:47:34
2801,6000,9,2023-05-25 13:17:15
1496,5752,10,2023-12-20 14:43:40
3746,1689,9,2024-10-14 16:34:09
1583,6837,10,2024-07-20 10:08:07
3084,6537,9,2025-10-01 16:11:26
4075,4843,8,2025-09-19 07:22:40
888,15845,9,2023-06-20 11:55:25
3712,197,7,2024-03-14 12:48:35
4002,519,10,2024-10-28 04:25:08
4917,10582,6,2023-02-17 15:59:44
1819,13321,2,2024-03-03 02:00:45
3823,10791,8,2024-09-10 12:46:47
998,16940,9,2024-02-19 01:37:14
628,842,8,2024-06-22 04:10:30
1725,9508,9,2025-01-02 05:40:11
4913,10483,6,2024-12-28 14:18:29
3464,5175,10,2023-04-16 17:14:31
2465,19947,7,2024-09-16 00:26:52
3247,14470,1,2024-06-19 02:00:10
3681,7609,10,2024-01-30 02:07:45
698,11265,9,2024-12-02 19:07:51
792,14021,8,2025-07-24 02:52:07
1221,18602,10,2023-04-02 21:19:42
344,19264,10,2025-08-01 11:03:29
3237,7098,10,2024-07-22 12:38:29
2988,12597,10,2025-07-19 10:33:50
37,455,9,2025-01-02 10:33:28
4851,18087,7,2024-07-12 20:13:26
2329,18221,10,2023-06-18 02:46:34
3196,2863,8,2023-04-10 08:52:03
4597,17393,10,2025-01-22 14:40:09
4854,3853,6,2024-08-21 20:59:58
3566,14005,10,2025-05-16 23:27:23
3523,183,10,2023-09-11 16:56:19
1339,15128,9,2023-10-05 06:03:21
2357,18773,9,2025-04-04 12:01:23
282,13419,8,2024-12-22 11:27:54
2960,2523,7,2025-12-16 05:29:05
3246,16261,10,2023-12-23 11:29:23
4130,4983,10,2023-09-28 15:40:47
311,16569,9,2024-03-07 15:03:02
1650,19447,10,2023-07-11 14:02:48
3406,100,9,2024-06-02 02:02:17
2384,11033,9,2023-03-01 13:38:57
904,10485,9,2025-12-23 09:40:30
1159,15050,7,2024-12-12 08:01:41
2392,10929,9,2025-02-01 02:48:45
2564,18501,6,2023-05-16 15:44:31
1336,12009,9,2025-11-20 08:46:35
199,18418,10,2025-08-07 01:59:22
319,19622,10,2023-02-05 06:10:24
3896,16482,9,2024-04-29 01:22:59
3315,9189,9,2024-10-06 08:34:51
322,15007,8,2023-08-26 08:45:00
1993,4742,9,2023-04-20 11:53:26
3130,1708,9,2023-05-08 06:26:01
2360,255,10,2024-12-22 04:15:03
1708,13545,5,2024-02-12 17:12:51
3054,8442,9,2023-04-12 09:40:53
3219,1303,9,2024-02-03 06:00:34
3956,14442,0,2025-04-08 15:21:16
295,15077,5,2025-07-29 14:40:25
2237,19383,2,2023-08-21 18:45:35
2780,6919,10,2023-01-15 22:04:00
253,8455,7,2025-10-04 17:13:10
4196,4626,5,2024-06-16 16:07:10
2963,3931,10,2023-11-25 07:51:37
3725,7181,2,2024-04-04 07:22:20
2338,19846,10,2024-03-10 02:23:29
1605,8826,10,2024-10-25 00:13:24
2402,934,10,2024-02-25 10:47:53
1948,260,10,2025-02-17 18:45:05
1664,19081,8,2024-06-19 06:54:59
689,15875,10,2025-03-06 07:33:22
3049,9091,10,2024-09-04 19:58:00
2934,2519,7,2024-04-05 11:52:04
1694,19854,10,2024-12-18 05:16:53
3738,1374,10,2023-05-05 21:59:04
3271,19879,7,2023-04-05 08:36:40
3226,4049,10,2023-09-25 15:12:50
1163,6351,10,2025-09-06 11:04:59
1801,8044,4,2023-02-10 09:41:40
539,14596,10,2024-03-21 03:31:18
60,2010,10,2024-03-18 10:09:33
1191,7807,5,2023-02-04 03:37:41
4286,19837,9,2023-06-08 08:00:14
1327,11342,8,2024-03-26 08:08:13
2083,3951,10,2023-02-16 12:47:28
1364,9816,9,2023-04-26 21:31:33
2114,16446,10,2024-08-07 00:38:32
4830,2913,10,2025-03-09 04:10:23
4802,16192,10,2023-01-11 07:47:45
1942,2875,10,2024-11-18 16:09:27
4811,8307,9,2025-04-21 18:32:41
1723,1038,6,2025-12-04 05:01:49
697,2705,10,2023-10-03 08:21:22
5000,8109,10,2023-12-11 06:06:43
2389,8569,10,2023-03-05 19:52:02
4735,9576,8,2023-05-29 13:16:34
2705,13573,8,2024-10-04 13:52:09
3815,9350,10,2025-01-01 17:13:28
1660,11845,9,2023-08-26 11:06:18
539,14986,9,2024-07-16 20:04:48
234,9656,7,2025-07-14 19:21:36
26,15555,9,2024-08-12 06:48:25
3976,15054,9,2024-09-11 03:50:18
1722,10612,9,2025-08-06 21:39:54
1712,13164,5,2024-07-13 12:32:51
2736,11860,10,2024-10-07 10:39:24
3998,13346,9,2023-05-31 01:28:37
3101,15507,10,2024-10-09 03:05:36
2512,1541,10,2024-12-26 06:19:14
2980,15679,9,2024-03-12 12:29:53
4076,2698,8,2025-01-28 10:47:14
3569,2287,10,2025-01-28 07:55:35
2552,4789,6,2023-10-15 16:11:40
3955,16031,10,2024-08-07 00:15:22
3652,18932,9,2023-04-06 03:28:00
1700,13693,10,2023-05-09 05:49:19
698,17514,10,2023-04-14 20:29:23
206,6809,9,2025-02-27 20:02:36
3971,19029,7,2023-05-06 07:33:12
3860,8711,6,2023-10-18 15:49:14
2166,13905,10,2024-03-19 06:54:15
3856,19516,7,2024-08-24 17:58:48
2865,11833,9,2024-02-11 01:08:20
1490,15281,10,2023-07-04 22:21:40
2937,10347,7,2024-03-13 03:35:14
1057,5164,10,2024-03-16 07:13:33
4831,1334,9,2023-08-11 20:15:14
1593,5717,10,2025-06-08 10:44:54
1582,14170,10,2025-04-18 07:21:03
3483,10009,10,2023-09-10 17:59:58
977,15195,9,2024-11-17 20:46:09
1083,1985,8,2024-08-12 01:33:32
2228,4732,9,2024-12-05 16:39:24
4714,2436,10,2025-05-04 16:47:58
1638,9484,10,2024-03-09 10:53:17
268,10257,10,2023-06-06 03:01:17
409,19350,9,2025-07-04 14:08:25
4575,12847,0,2024-02-08 06:58:26
4869,7802,10,2024-01-22 20:50:52
1832,3921,10,2025-04-11 02:43:59
2541,14060,10,2024-01-27 17:38:28
3006,9606,7,2023-09-27 18:38:10
482,5364,10,2024-07-31 23:32:58
3376,7563,9,2023-09-10 12:21:53
2377,9878,5,2023-06-20 02:06:03
3899,19142,10,2023-07-21 12:13:23
370,2814,10,2023-12-14 19:45:46
301,7498,8,2023-09-11 09:19:43
4321,537,8,2024-05-23 13:35:58
2933,17952,9,2023-06-20 17:24:54
903,1140,7,2025-12-08 12:32:25
2437,4117,10,2023-03-10 10:51:23
765,6096,6,2023-04-05 11:16:12
3834,16117,9,2023-12-18 11:37:43
1700,17874,10,2023-05-20 11:04:55
2489,618,8,2024-08-05 18:26:43
2289,1311,10,2023-10-02 23:00:01
2991,15105,7,2024-05-14 13:53:23
4525,17024,7,2025-11-13 04:57:41
4359,3252,7,2023-01-04 23:16:02
670,3548,10,2025-02-13 05:55:51
4805,18642,9,2023-03-23 18:11:27
3227,11759,5,2025-09-27 01:19:57
4433,6628,5,2024-12-02 16:12:41
3120,15467,7,2025-01-29 14:33:43
1493,5001,6,2025-04-26 00:30:50
4989,7717,10,2024-08-04 09:39:49
386,7720,10,2024-12-19 08:20:25
328,7801,10,2023-06-10 13:14:17
4088,10105,10,2024-07-10 22:25:20
2457,18340,8,2024-09-16 12:31:51
1609,1122,9,2025-09-13 22:17:45
3659,2657,8,2025-03-08 01:00:59
3656,3479,8,2023-04-15 18:17:21
4554,8674,9,2023-01-08 02:28:20
4669,17127,8,2023-10-04 13:48:33
126,16528,10,2023-01-27 02:19:02
3210,7034,0,2025-04-07 17:00:25
541,11468,10,2024-11-09 10:26:31
846,19988,10,2024-12-04 19:34:48
3213,3527,7,2024-08-02 08:28:09
4627,1836,8,2024-03-14 09:50:39
3669,8346,8,2025-10-30 16:52:57
2920,16465,10,2025-07-21 10:12:49
3239,9672,8,2023-11-30 06:49:28
3045,1043,9,2023-08-28 22:46:07
2351,9318,10,2025-12-02 02:27:09
