id_atendimento,id_cliente,id_servico,data_abertura,data_fechamento,tempo_atendimento_min,custo_real
5907,846,3,2023-07-27 07:14:10,2023-07-27 11:58:10,284,146.20749875663518
5908,4787,7,2023-11-17 09:19:54,2023-11-17 12:44:54,205,224.41247072211092
5909,4006,7,2024-04-12 05:42:51,2024-04-12 07:05:51,83,224.5257374565416
5910,197,7,2023-02-07 08:07:39,2023-02-07 10:45:39,158,113.08289030566317
5911,3215,1,2025-05-17 03:46:55,2025-05-17 04:21:55,35,166.617303622702
5912,4293,5,2023-11-30 03:36:56,2023-11-30 08:24:56,288,145.38820903597883
5913,1165,3,2023-02-06 13:24:58,2023-02-06 17:38:58,254,222.36288539594443
5914,2393,5,2024-06-15 03:02:31,2024-06-15 07:22:31,260,208.45805115865414
5915,2756,3,2025-05-21 10:30:11,2025-05-21 14:43:11,253,102.33571541026174
5916,54,6,2023-02-05 21:20:38,2023-02-06 00:33:38,193,174.83565473121268
5917,1570,7,2023-09-05 01:24:34,2023-09-05 05:00:34,216,88.93781705486094
5918,4709,8,2023-10-24 10:43:29,2023-10-24 13:12:29,149,247.0342279138856
5919,1623,3,2025-01-13 02:46:53,2025-01-13 06:55:53,249,228.1028358395575
5920,1692,1,2025-02-27 13:31:58,2025-02-27 14:44:58,73,145.96681050623437
5921,2918,3,2024-06-28 00:44:04,2024-06-28 05:30:04,286,185.00908138636714
5922,2864,7,2025-01-03 07:36:17,2025-01-03 11:39:17,243,31.427520851893732
5923,3310,4,2024-02-01 11:16:59,2024-02-01 14:50:59,214,59.99811452245645
5924,604,1,2024-02-19 22:24:44,2024-02-19 23:12:44,48,93.19279027929628
5925,3916,1,2024-07-02 03:42:48,2024-07-02 07:35:48,233,46.56694889132344
5926,2419,1,2023-07-21 08:26:59,2023-07-21 12:22:59,236,224.99255319261832
5927,261,1,2025-08-08 19:18:36,2025-08-08 20:05:36,47,177.3706628955362
5928,1009,8,2023-03-16 15:27:06,2023-03-16 16:57:06,90,243.60061403417313
5929,1012,1,2024-02-01 20:30:23,2024-02-01 21:48:23,78,161.3973262562866
5930,2523,7,2023-02-11 06:00:36,2023-02-11 08:11:36,131,221.91957327529343
5931,482,5,2023-03-25 12:33:53,2023-03-25 17:16:53,283,151.8520473085757
5932,2086,6,2023-11-24 11:12:42,2023-11-24 13:53:42,161,166.74165642947725
5933,2936,3,2024-05-15 23:33:00,2024-05-16 02:52:00,199,136.44080021445205
5934,2830,7,2023-05-23 03:39:00,2023-05-23 07:29:00,230,168.32977063428075
5935,1646,4,2024-02-29 08:03:56,2024-02-29 12:17:56,254,45.07200767932919
5936,3379,4,2024-09-13 05:26:22,2024-09-13 06:21:22,55,52.45827034906289
5937,1485,6,2024-08-17 23:13:12,2024-08-18 01:27:12,134,47.380839931614744
5938,2072,7,2025-10-28 05:12:59,2025-10-28 05:56:59,44,181.38339436159944
5939,3849,1,2023-01-24 09:07:52,2023-01-24 11:22:52,135,142.4525410186112
5940,296,8,2023-04-28 09:48:38,2023-04-28 11:20:38,92,196.19115707800273
5941,3106,4,2024-08-03 02:18:47,2024-08-03 06:05:47,227,103.65348871904219
5942,2665,6,2025-04-04 03:25:01,2025-04-04 04:02:01,37,136.73205213782128
5943,4854,4,2025-05-16 03:53:17,2025-05-16 05:36:17,103,47.249799316476796
5944,4686,3,2024-08-08 19:44:46,2024-08-08 22:23:46,159,58.168011114036304
5945,568,4,2023-02-28 15:38:31,2023-02-28 20:21:31,283,123.29973195577381
5946,3987,7,2025-07-17 04:49:29,2025-07-17 06:11:29,82,188.44931035629023
5947,2058,2,2024-01-14 17:56:13,2024-01-14 19:34:13,98,220.76940195191483
5948,2938,8,2025-04-01 15:22:14,2025-04-01 15:42:14,20,224.76552776070127
5949,4289,5,2024-10-21 13:58:53,2024-10-21 18:33:53,275,120.12007187268975
5950,506,7,2023-06-08 06:06:47,2023-06-08 06:43:47,37,218.4539667000179
5951,1149,6,2025-04-21 11:21:38,2025-04-21 13:54:38,153,159.34183077219382
5952,634,6,2025-10-25 13:19:02,2025-10-25 15:40:02,141,163.76511168518806
5953,2073,4,2024-10-24 21:36:38,2024-10-24 23:31:38,115,34.54620377944367
5954,1664,1,2025-10-04 15:50:58,2025-10-04 17:51:58,121,88.8284804257166
5955,407,7,2023-01-30 00:19:27,2023-01-30 03:28:27,189,118.67921940400053
5956,14,2,2025-01-18 21:35:44,2025-01-18 23:45:44,130,213.8447238045566
5957,1282,7,2024-10-21 18:16:00,2024-10-21 22:26:00,250,210.11797600320313
5958,3385,7,2024-01-20 19:11:51,2024-01-20 19:44:51,33,207.87259879669642
5959,46,4,2023-04-12 13:25:40,2023-04-12 16:34:40,189,242.8826420539683
5960,2388,1,2023-08-31 07:41:56,2023-08-31 12:24:56,283,182.94804242971657
5961,1945,6,2024-09-27 04:05:55,2024-09-27 07:35:55,210,209.71250088015682
5962,4697,6,2023-03-16 08:15:11,2023-03-16 13:10:11,295,156.95960986277345
5963,4905,4,2024-05-28 01:50:34,2024-05-28 05:50:34,240,129.27472816378366
5964,149,6,2023-03-22 05:38:23,2023-03-22 07:36:23,118,112.07667855491756
5965,2580,5,2023-10-06 09:05:48,2023-10-06 12:18:48,193,191.6279999094515
5966,66,4,2023-01-22 05:17:34,2023-01-22 06:20:34,63,100.57679431625544
5967,137,4,2023-01-16 02:12:21,2023-01-16 07:00:21,288,59.16276244717473
5968,1716,7,2023-05-26 06:33:42,2023-05-26 07:24:42,51,205.8988876130809
5969,4645,5,2023-10-01 13:39:24,2023-10-01 14:39:24,60,187.15484632304987
5970,1916,5,2023-12-14 23:27:50,2023-12-15 00:02:50,35,167.20385133236232
5971,1553,5,2024-09-04 14:22:52,2024-09-04 16:13:52,111,159.9538419001926
5972,1882,6,2024-03-01 14:43:35,2024-03-01 15:43:35,60,243.64116790164374
5973,491,3,2025-10-05 19:36:50,2025-10-05 21:35:50,119,61.24877682474855
5974,1674,5,2025-08-07 11:48:07,2025-08-07 16:31:07,283,131.62611217418973
5975,3568,2,2023-09-22 14:45:43,2023-09-22 15:06:43,21,69.34112625966483
5976,3677,3,2024-06-22 10:53:52,2024-06-22 15:22:52,269,162.9927935392075
5977,3718,8,2024-03-30 20:40:48,2024-03-31 00:47:48,247,61.070523156548404
5978,3237,4,2023-04-07 22:15:32,2023-04-07 22:45:32,30,239.29387216361516
5979,365,8,2024-07-29 10:01:16,2024-07-29 14:02:16,241,205.72850399098058
5980,1941,2,2025-09-28 19:08:43,2025-09-28 19:31:43,23,96.54322561327827
5981,2842,8,2023-12-16 12:47:56,2023-12-16 16:15:56,208,204.46307647138457
5982,1610,6,2025-03-04 23:01:46,2025-03-05 03:57:46,296,189.85162815716694
5983,2292,5,2025-05-04 02:57:40,2025-05-04 03:08:40,11,223.3926914872321
5984,4006,3,2025-02-06 09:43:42,2025-02-06 11:00:42,77,114.55575626501737
5985,3163,5,2024-02-16 10:49:14,2024-02-16 13:00:14,131,171.58138191962405
5986,4137,8,2025-04-19 17:05:52,2025-04-19 17:42:52,37,71.4986243946282
5987,4607,2,2025-08-01 14:25:01,2025-08-01 19:13:01,288,43.75724847979828
5988,4106,8,2025-04-12 05:18:36,2025-04-12 10:02:36,284,154.56225377153356
5989,4399,1,2023-11-08 11:49:18,2023-11-08 14:02:18,133,136.45680793311183
5990,4263,3,2023-07-06 13:56:35,2023-07-06 18:17:35,261,239.1126749164432
5991,845,2,2024-07-06 06:16:32,2024-07-06 06:59:32,43,234.40807016373333
5992,710,2,2025-08-28 13:55:38,2025-08-28 14:31:38,36,223.7301099349498
5993,4968,3,2023-11-22 19:22:38,2023-11-22 21:58:38,156,60.05455970931243
5994,1846,2,2025-04-07 19:23:38,2025-04-08 00:13:38,290,79.39075679287946
5995,1680,2,2024-12-11 19:53:30,2024-12-11 20:28:30,35,192.40653039927298
5996,1878,5,2024-10-13 02:18:43,2024-10-13 06:06:43,228,61.53002853098553
5997,3140,6,2025-03-01 18:02:58,2025-03-01 19:20:58,78,108.94084903912955
5998,930,6,2023-02-13 19:12:05,2023-02-13 20:38:05,86,202.16857314778588
5999,1852,3,2024-09-24 03:33:03,2024-09-24 03:55:03,22,184.1342594190679
6000,3417,7,2023-07-23 08:32:42,2023-07-23 10:29:42,117,97.19260682820426
6001,4164,8,2024-06-30 06:31:32,2024-06-30 10:32:32,241,57.20256761673403
6002,308,8,2023-12-30 12:43:05,2023-12-30 17:16:05,273,228.00763508110492
6003,2735,3,2025-01-19 17:05:51,2025-01-19 17:46:51,41,153.9362793258505
6004,4772,6,2024-10-10 21:36:38,2024-10-10 22:58:38,82,202.6957058592763
6005,3740,1,2025-01-31 07:38:01,2025-01-31 08:15:01,37,247.56587360697552
6006,2434,4,2025-01-24 23:54:17,2025-01-25 03:34:17,220,162.03250990651176
6007,1437,4,2024-12-24 23:24:10,2024-12-25 00:34:10,70,249.5603176781083
6008,2229,8,2023-11-30 22:31:21,2023-12-01 00:17:21,106,240.35787310622638
6009,1049,3,2023-08-23 12:49:23,2023-08-23 15:25:23,156,84.86461433271886
6010,32,4,2024-02-20 11:14:43,2024-02-20 15:31:43,257,231.70147976694818
6011,4866,8,2024-01-05 13:30:34,2024-01-05 13:49:34,19,63.21402282028236
6012,1864,3,2024-02-10 08:59:30,2024-02-10 11:11:30,132,248.86982106140837
6013,2685,2,2024-05-15 05:16:34,2024-05-15 08:57:34,221,96.8772872357293
6014,1546,3,2023-01-03 00:14:59,2023-01-03 03:46:59,212,31.059415234669952
6015,2080,6,2025-12-06 02:16:16,2025-12-06 05:56:16,220,154.64877843584355
6016,587,8,2023-06-06 16:14:47,2023-06-06 20:37:47,263,233.90110731742806
6017,3409,1,2023-01-04 01:41:28,2023-01-04 03:48:28,127,225.36914316055402
6018,1057,3,2025-10-19 08:50:37,2025-10-19 11:20:37,150,92.08836978599835
6019,4307,7,2025-03-05 23:13:17,2025-03-06 00:38:17,85,133.45142790406913
6020,1845,8,2023-10-16 04:55:32,2023-10-16 08:18:32,203,94.49637087666508
6021,4428,6,2025-04-15 23:57:01,2025-04-16 00:42:01,45,214.71432914931967
6022,1930,5,2024-02-08 05:25:02,2024-02-08 10:09:02,284,168.17190521573298
6023,3750,7,2025-06-08 09:39:39,2025-06-08 11:01:39,82,91.08545175055369
6024,1600,4,2023-04-26 03:37:17,2023-04-26 04:22:17,45,57.90198239058266
6025,1087,2,2023-05-18 04:25:50,2023-05-18 05:01:50,36,114.84943149017442
6026,4393,5,2024-04-06 23:24:05,2024-04-07 04:22:05,298,117.87314891057011
6027,789,8,2024-05-29 14:52:16,2024-05-29 16:08:16,76,226.95739957056065
6028,1837,5,2024-04-11 22:02:35,2024-04-12 02:48:35,286,185.1131054794179
6029,456,3,2024-10-16 14:43:22,2024-10-16 17:11:22,148,247.1487152979601
6030,63,2,2025-06-04 21:13:49,2025-06-04 21:54:49,41,230.7403637665418
6031,4891,3,2025-11-28 05:58:20,2025-11-28 07:23:20,85,153.53579589194914
6032,2086,8,2024-11-02 07:38:45,2024-11-02 08:35:45,57,169.45386376861018
6033,4336,1,2023-10-26 21:52:28,2023-10-26 22:42:28,50,167.20635936811874
6034,579,7,2024-04-21 09:32:34,2024-04-21 14:11:34,279,246.1717795273202
6035,1840,7,2025-04-29 13:22:20,2025-04-29 14:25:20,63,199.12021336938292
6036,3527,6,2024-01-03 06:39:01,2024-01-03 11:13:01,274,93.57344281372991
6037,1755,8,2023-05-05 01:00:32,2023-05-05 03:09:32,129,125.123063850704
6038,2985,5,2024-07-24 18:01:27,2024-07-24 22:06:27,245,248.91129686634912
6039,2594,4,2025-10-13 16:09:23,2025-10-13 20:27:23,258,167.19503951513184
6040,3856,2,2024-12-08 02:02:44,2024-12-08 05:52:44,230,203.29081305362718
6041,1451,5,2023-10-17 10:24:35,2023-10-17 11:54:35,90,62.35207714358447
6042,3625,8,2023-05-29 04:17:36,2023-05-29 08:09:36,232,120.92620376064563
6043,1910,3,2024-12-09 14:19:54,2024-12-09 17:48:54,209,120.47997613212982
6044,1221,8,2023-12-28 12:30:44,2023-12-28 14:04:44,94,74.97126546334458
6045,4485,8,2023-10-29 08:24:40,2023-10-29 09:50:40,86,83.74196118881329
6046,4490,5,2025-05-16 05:46:33,2025-05-16 10:23:33,277,88.79309729207297
6047,3178,8,2025-01-17 00:12:34,2025-01-17 04:52:34,280,102.99744201310261
6048,1220,7,2024-09-06 06:50:12,2024-09-06 07:28:12,38,239.04396052629568
6049,546,7,2025-03-26 20:24:42,2025-03-26 22:42:42,138,102.93912511242515
6050,1403,2,2025-12-22 15:32:05,2025-12-22 16:08:05,36,220.21678081580268
6051,325,1,2024-06-05 08:56:08,2024-06-05 10:53:08,117,136.29105844516616
6052,407,5,2025-03-31 21:06:35,2025-03-31 23:21:35,135,67.3101710345768
6053,2688,6,2023-11-12 13:25:38,2023-11-12 13:48:38,23,215.35559723096785
6054,814,5,2024-12-16 04:17:00,2024-12-16 05:48:00,91,101.33444351771384
6055,739,5,2024-05-30 07:57:32,2024-05-30 09:21:32,84,183.9427262618063
6056,3883,7,2023-10-25 13:41:48,2023-10-25 17:56:48,255,37.32201292292715
6057,285,5,2023-04-20 12:28:56,2023-04-20 16:07:56,219,49.39647726839093
6058,1692,6,2023-04-19 23:59:46,2023-04-20 01:43:46,104,141.75937383848793
6059,3320,6,2023-06-19 08:36:40,2023-06-19 11:40:40,184,102.01072445042767
6060,4985,1,2025-06-04 08:14:32,2025-06-04 09:40:32,86,214.66593077924762
6061,1175,4,2025-04-06 13:23:10,2025-04-06 14:49:10,86,117.28479530200673
6062,1255,3,2025-11-07 17:42:32,2025-11-07 20:25:32,163,235.4041860355026
6063,1951,6,2024-12-13 18:53:28,2024-12-13 22:42:28,229,45.45770110618032
6064,4599,1,2024-01-26 11:16:55,2024-01-26 13:28:55,132,46.91294751321722
6065,97,8,2025-01-27 21:07:02,2025-01-28 00:43:02,216,207.12352825209967
6066,2148,2,2025-12-07 00:19:05,2025-12-07 03:27:05,188,122.39154711798668
6067,1200,6,2024-04-06 19:17:49,2024-04-06 23:23:49,246,87.59172586756166
6068,1082,1,2023-06-09 04:27:35,2023-06-09 09:04:35,277,217.3354329001042
6069,47,7,2023-08-07 12:18:43,2023-08-07 15:25:43,187,101.05858346519484
6070,3014,1,2025-03-13 19:08:30,2025-03-13 22:12:30,184,87.28566506248414
6071,3585,3,2025-05-14 04:42:13,2025-05-14 08:00:13,198,154.102234960298
6072,3722,3,2023-06-06 17:57:55,2023-06-06 22:42:55,285,124.88361941159854
6073,832,1,2023-08-10 00:23:51,2023-08-10 01:56:51,93,207.79304772147916
6074,3859,4,2023-08-16 01:31:16,2023-08-16 01:43:16,12,99.49631740700906
6075,1717,4,2024-01-31 03:08:22,2024-01-31 06:10:22,182,164.16726565710118
6076,2435,2,2024-03-28 07:37:51,2024-03-28 08:46:51,69,220.70257892620754
6077,253,6,2025-06-06 11:15:31,2025-06-06 13:08:31,113,91.29833553177548
6078,2287,6,2024-07-08 15:46:59,2024-07-08 16:40:59,54,40.288571253975505
6079,3965,7,2025-11-09 17:54:10,2025-11-09 19:52:10,118,145.44656244838447
6080,3078,2,2024-04-27 03:44:54,2024-04-27 04:52:54,68,44.106791957068125
6081,4060,1,2025-10-19 05:37:33,2025-10-19 10:29:33,292,231.70484689823797
6082,124,7,2025-06-23 13:37:13,2025-06-23 17:31:13,234,227.6360705408879
6083,3207,1,2025-04-09 19:51:23,2025-04-09 21:24:23,93,77.38804034882466
6084,3575,2,2024-09-14 03:20:16,2024-09-14 05:02:16,102,185.90313795323956
6085,3908,8,2025-06-28 15:11:09,2025-06-28 17:41:09,150,76.44745172688505
6086,4270,3,2025-07-25 08:33:45,2025-07-25 10:14:45,101,110.72429485347858
6087,1939,8,2024-03-28 12:27:03,2024-03-28 17:16:03,289,211.68544409139355
6088,1145,8,2024-08-28 09:24:17,2024-08-28 14:09:17,285,184.09825470509847
6089,215,2,2023-08-25 05:47:02,2023-08-25 09:23:02,216,171.7596967326279
6090,620,3,2024-06-12 21:22:51,2024-06-12 22:32:51,70,155.52306134863983
6091,2403,2,2023-06-24 03:29:32,2023-06-24 06:42:32,193,241.24273514842022
6092,4111,6,2023-04-06 02:18:44,2023-04-06 06:49:44,271,85.52542112758408
6093,955,4,2023-11-10 16:54:46,2023-11-10 17:58:46,64,77.68153157398694
6094,3716,4,2023-12-04 15:08:10,2023-12-04 17:51:10,163,87.90131967266616
6095,931,3,2025-09-30 14:40:07,2025-09-30 18:53:07,253,51.83073457930409
6096,492,8,2024-10-14 12:05:18,2024-10-14 16:09:18,244,86.98116920731637
6097,4438,8,2023-04-11 11:17:36,2023-04-11 15:26:36,249,180.3586631635324
6098,2178,1,2025-12-08 07:28:10,2025-12-08 12:14:10,286,53.76376522635111
6099,2815,2,2023-06-30 20:08:28,2023-06-30 20:18:28,10,214.88394379277364
6100,2215,1,2023-07-31 09:26:38,2023-07-31 10:00:38,34,39.634505961377684
6101,1458,3,2024-02-11 11:39:57,2024-02-11 11:53:57,14,104.12756476019047
6102,3169,1,2025-12-18 12:52:33,2025-12-18 14:22:33,90,111.15690308242623
6103,757,5,2024-04-06 12:59:47,2024-04-06 17:53:47,294,49.865838635252885
6104,755,3,2024-04-02 17:02:01,2024-04-02 21:06:01,244,146.41252806911643
6105,489,1,2023-01-28 11:13:01,2023-01-28 14:24:01,191,185.92965685335204
6106,3579,1,2025-01-01 13:14:32,2025-01-01 14:14:32,60,236.7432803564432
6107,3897,6,2025-05-02 00:03:56,2025-05-02 04:27:56,264,39.68873629367222
6108,4787,4,2024-06-07 11:41:24,2024-06-07 16:21:24,280,192.41000718596817
6109,2881,6,2023-09-03 12:11:17,2023-09-03 13:20:17,69,89.15374318705327
6110,4386,3,2023-09-23 21:17:59,2023-09-23 21:29:59,12,98.49427811790335
6111,431,4,2023-03-03 20:27:15,2023-03-03 23:01:15,154,111.1506515692078
6112,4227,8,2023-08-25 15:18:16,2023-08-25 19:37:16,259,193.66829791701966
6113,4159,5,2023-07-21 02:40:39,2023-07-21 07:29:39,289,182.34252445108
6114,273,7,2024-03-10 04:30:38,2024-03-10 08:00:38,210,121.77239414776818
6115,1209,1,2025-02-25 02:06:58,2025-02-25 02:21:58,15,59.80132843305952
6116,1717,5,2023-03-07 17:56:39,2023-03-07 19:57:39,121,122.97827382391407
6117,3845,5,2023-02-28 02:56:21,2023-02-28 06:09:21,193,241.46766379310108
6118,1227,5,2024-12-26 09:16:15,2024-12-26 11:24:15,128,174.07265449714887
6119,2318,7,2024-03-27 12:59:58,2024-03-27 13:34:58,35,96.19128578097042
6120,3245,6,2023-06-10 16:22:22,2023-06-10 20:36:22,254,97.42391283423265
6121,396,4,2023-05-18 02:01:48,2023-05-18 02:35:48,34,88.79794088136967
6122,4002,6,2025-12-27 23:29:07,2025-12-28 01:04:07,95,140.5242829637324
6123,2003,5,2023-11-15 20:52:48,2023-11-15 22:35:48,103,130.74955895584236
6124,4123,6,2025-02-16 12:32:17,2025-02-16 13:43:17,71,91.02705001096977
6125,3361,3,2023-08-18 10:18:43,2023-08-18 13:54:43,216,207.59469745824896
6126,4398,8,2023-08-07 06:52:37,2023-08-07 07:30:37,38,126.70364192245995
6127,4063,8,2024-07-18 10:28:50,2024-07-18 12:15:50,107,152.53808367956037
6128,3537,7,2024-08-16 09:40:04,2024-08-16 13:54:04,254,244.45671743436606
6129,2665,5,2025-01-29 12:04:35,2025-01-29 12:45:35,41,65.0647299932728
6130,209,5,2023-10-12 14:34:05,2023-10-12 15:14:05,40,125.96147525788449
6131,3247,8,2024-04-03 22:20:02,2024-04-04 02:15:02,235,34.62791777078261
6132,293,8,2023-02-15 04:03:55,2023-02-15 09:00:55,297,90.52143096665421
6133,3102,4,2024-02-28 05:32:27,2024-02-28 10:05:27,273,173.66310875207424
6134,1482,2,2023-11-10 15:27:33,2023-11-10 18:29:33,182,172.0652528121258
6135,1167,7,2024-03-01 12:05:28,2024-03-01 15:03:28,178,104.68155697514672
6136,1951,6,2025-10-04 20:27:17,2025-10-04 23:57:17,210,224.04192345234725
6137,4333,6,2024-11-17 16:54:45,2024-11-17 17:59:45,65,80.18778758577102
6138,69,5,2023-10-27 23:56:11,2023-10-28 02:23:11,147,62.747042176392696
6139,4318,5,2023-05-29 11:15:50,2023-05-29 16:15:50,300,109.20080082833462
6140,1026,3,2024-02-29 20:28:04,2024-02-29 21:21:04,53,127.93470051946173
6141,2001,2,2024-08-25 19:03:01,2024-08-25 19:41:01,38,232.09559664715266
6142,130,2,2023-09-19 00:05:14,2023-09-19 01:51:14,106,142.9705934121988
6143,1240,5,2024-07-15 19:21:11,2024-07-15 23:01:11,220,55.30902847332253
6144,983,1,2023-10-24 00:58:12,2023-10-24 03:26:12,148,115.0391447950212
6145,53,5,2025-02-06 15:17:03,2025-02-06 19:51:03,274,139.05509792396285
6146,3163,6,2025-09-08 12:36:04,2025-09-08 15:01:04,145,152.54037966929045
6147,3503,4,2023-10-23 04:13:49,2023-10-23 04:42:49,29,159.19518136198556
6148,4979,2,2024-12-21 17:37:06,2024-12-21 17:48:06,11,51.94967531117892
6149,341,5,2024-09-14 17:18:02,2024-09-14 20:55:02,217,79.73303335730617
6150,3923,1,2023-11-04 16:35:22,2023-11-04 20:49:22,254,216.68625295001786
6151,749,5,2024-02-28 09:49:32,2024-02-28 13:49:32,240,194.17969552358272
6152,4586,3,2023-06-12 21:44:22,2023-06-13 02:19:22,275,132.40710383788894
6153,100,2,2024-09-22 04:25:15,2024-09-22 05:24:15,59,78.88261586640975
6154,1739,5,2023-10-19 07:57:33,2023-10-19 09:31:33,94,160.0195320355634
6155,1825,4,2024-12-26 19:42:10,2024-12-26 23:34:10,232,151.36102836753395
6156,4095,8,2025-03-14 06:42:58,2025-03-14 06:58:58,16,204.6066979771245
6157,4824,4,2024-01-06 12:46:42,2024-01-06 14:48:42,122,121.80390279487703
6158,1986,5,2023-05-13 13:44:39,2023-05-13 15:11:39,87,196.75286863424063
6159,2004,6,2023-10-12 02:24:50,2023-10-12 04:51:50,147,77.73717829982712
6160,2293,1,2024-03-22 10:57:42,2024-03-22 15:37:42,280,42.46522463724838
6161,3086,8,2025-05-16 11:44:18,2025-05-16 14:30:18,166,240.4767371395247
6162,1256,2,2023-10-19 03:43:59,2023-10-19 06:29:59,166,34.73867218608168
6163,2465,8,2023-07-02 20:36:46,2023-07-02 22:55:46,139,122.58777251761731
6164,3038,4,2025-07-28 21:03:47,2025-07-29 00:42:47,219,87.71065130421727
6165,3462,7,2024-11-12 08:28:20,2024-11-12 10:36:20,128,170.6447211225692
6166,4457,1,2023-05-19 17:01:21,2023-05-19 20:09:21,188,149.2505797638592
6167,1081,8,2025-08-22 12:39:12,2025-08-22 16:00:12,201,183.99199948309456
6168,3474,3,2024-06-03 16:30:41,2024-06-03 20:39:41,249,82.42314116453488
6169,3136,2,2024-10-28 13:31:50,2024-10-28 15:24:50,113,179.72299162974863
6170,4118,3,2023-03-18 19:16:25,2023-03-18 19:55:25,39,110.42354082966646
6171,3275,8,2025-07-29 01:01:24,2025-07-29 01:40:24,39,78.4132359593239
6172,4432,7,2023-12-04 14:52:48,2023-12-04 15:11:48,19,197.5121279290211
6173,4373,5,2024-04-13 18:47:44,2024-04-13 19:24:44,37,76.1366688089052
6174,2707,7,2023-12-12 01:41:12,2023-12-12 05:39:12,238,185.52031456984255
6175,4708,2,2024-10-22 08:29:10,2024-10-22 10:02:10,93,207.99839759342032
6176,2006,8,2025-04-23 04:06:56,2025-04-23 07:08:56,182,240.65378704342186
6177,4488,2,2024-08-27 18:32:37,2024-08-27 19:01:37,29,76.90231650986576
6178,4170,1,2025-07-05 02:48:08,2025-07-05 07:40:08,292,129.22419863388248
6179,2729,8,2025-03-04 02:51:30,2025-03-04 06:03:30,192,215.18357568798626
6180,4800,1,2025-09-11 07:26:25,2025-09-11 08:32:25,66,35.178075265312785
6181,2702,4,2025-09-25 17:16:54,2025-09-25 20:31:54,195,127.32979593695123
6182,1029,5,2024-10-28 22:00:17,2024-10-29 02:30:17,270,70.2493514111907
6183,2048,4,2025-03-06 17:09:46,2025-03-06 19:38:46,149,60.338198492014826
6184,3630,5,2023-01-30 15:39:20,2023-01-30 17:05:20,86,147.75823060521546
6185,2255,2,2025-03-26 08:42:27,2025-03-26 10:26:27,104,249.14077994336262
6186,2351,5,2024-03-02 23:12:12,2024-03-03 00:33:12,81,137.2233204670973
6187,3146,1,2024-09-10 04:49:11,2024-09-10 08:45:11,236,209.28842884640898
6188,854,6,2025-03-17 11:43:59,2025-03-17 16:18:59,275,212.8145214091055
6189,1297,6,2024-06-07 13:41:30,2024-06-07 15:38:30,117,194.44620757248808
6190,2543,5,2024-12-10 00:21:52,2024-12-10 02:19:52,118,241.8151616205155
6191,2934,7,2023-07-08 20:37:28,2023-07-08 20:47:28,10,216.48601364103396
6192,2775,1,2025-09-20 06:19:42,2025-09-20 07:40:42,81,181.55975389344493
6193,849,4,2025-07-20 08:44:42,2025-07-20 12:57:42,253,103.05482564849753
6194,775,3,2025-08-20 07:17:11,2025-08-20 09:44:11,147,122.4322642968494
6195,712,3,2025-03-25 15:00:14,2025-03-25 18:50:14,230,58.13263469634571
6196,132,3,2023-10-05 12:40:48,2023-10-05 15:33:48,173,128.4102584565174
6197,775,2,2024-03-11 05:00:46,2024-03-11 05:38:46,38,157.79960398640026
6198,1282,4,2025-09-29 00:41:10,2025-09-29 05:25:10,284,116.28376642588793
6199,2892,6,2025-01-20 05:57:38,2025-01-20 06:45:38,48,98.6945127712221
6200,122,7,2023-06-25 03:16:29,2023-06-25 06:00:29,164,98.96190484386167
6201,4159,6,2024-10-09 13:04:29,2024-10-09 14:51:29,107,68.33592764034918
6202,1935,8,2023-12-14 01:30:33,2023-12-14 03:50:33,140,146.07923027499737
6203,4618,8,2025-05-16 08:23:45,2025-05-16 09:55:45,92,88.82351903835368
6204,1694,2,2024-10-29 02:37:27,2024-10-29 04:34:27,117,34.83415066072625
6205,595,8,2024-10-14 20:20:51,2024-10-14 20:31:51,11,141.13917839132301
6206,699,2,2024-02-29 15:47:16,2024-02-29 17:53:16,126,242.83212349997802
6207,3293,7,2025-08-09 11:28:48,2025-08-09 13:25:48,117,245.91624276512457
6208,4178,1,2025-01-17 07:13:05,2025-01-17 09:31:05,138,69.98139549441204
6209,4752,7,2024-11-20 23:04:45,2024-11-21 01:37:45,153,52.986374005286194
6210,1624,7,2023-06-05 10:57:14,2023-06-05 13:46:14,169,156.70108258191445
6211,4062,4,2024-08-31 06:34:36,2024-08-31 10:02:36,208,30.621000024796135
6212,52,8,2023-12-25 07:16:51,2023-12-25 11:48:51,272,136.05748103343512
6213,1963,2,2023-08-10 14:04:58,2023-08-10 16:17:58,133,241.85192075247085
6214,58,4,2025-05-30 06:01:52,2025-05-30 08:49:52,168,102.37421937951758
6215,2247,5,2025-02-21 05:49:08,2025-02-21 07:34:08,105,230.85588500168146
6216,2888,6,2023-01-19 23:04:51,2023-01-20 00:13:51,69,104.75898156334372
6217,337,4,2025-02-08 00:17:22,2025-02-08 04:26:22,249,175.62133357197905
6218,740,7,2024-06-26 01:29:08,2024-06-26 04:07:08,158,139.62955619987792
6219,3950,7,2024-06-02 17:49:34,2024-06-02 18:52:34,63,195.54361802426888
6220,3989,3,2024-02-18 07:51:35,2024-02-18 11:31:35,220,132.10361280450815
6221,3580,4,2024-12-03 18:22:30,2024-12-03 21:11:30,169,208.92293825273003
6222,544,3,2025-02-16 20:59:37,2025-02-16 23:17:37,138,174.94402846702172
6223,699,6,2023-07-04 04:54:17,2023-07-04 07:00:17,126,44.48055754262573
6224,4384,4,2025-03-10 09:44:58,2025-03-10 12:07:58,143,187.37803599643917
