id_cliente,plano,valor_mensal,cidade,estado,status,data_adesao
1298,Essencial,59.9,Siqueira,AP,Ativo,2026-01-13
1299,Premium,89.9,Silveira Paulista,PI,Ativo,2026-01-13
1300,Premium,89.9,Costela do Amparo,SC,Ativo,2026-01-13
1301,Basico,39.9,Pinto do Oeste,AL,Ativo,2026-01-13
1302,Basico,39.9,Santos,RO,Ativo,2026-01-13
1303,Essencial,59.9,Dias de Sousa,RJ,Ativo,2026-01-13
1304,Premium,89.9,Albuquerque,PA,Ativo,2026-01-13
1305,Premium,89.9,Moura de Minas,DF,Ativo,2026-01-13
1306,Basico,39.9,Pastor do Amparo,BA,Ativo,2026-01-13
1307,Premium,89.9,Caldeira,SP,Churn,2026-01-13
1308,Basico,39.9,Caldeira,AP,Ativo,2026-01-13
1309,Premium,89.9,Aparecida,SE,Churn,2026-01-13
1310,Basico,39.9,Monteiro do Norte,PI,Ativo,2026-01-13
1311,Basico,39.9,Leão de Nunes,MA,Ativo,2026-01-13
1312,Essencial,59.9,Gonçalves do Galho,BA,Ativo,2026-01-13
1313,Essencial,59.9,Sales,ES,Ativo,2026-01-13
1314,Basico,39.9,Garcia do Galho,AM,Ativo,2026-01-13
1315,Premium,89.9,da Rocha Alegre,RJ,Ativo,2026-01-13
1316,Premium,89.9,Silveira da Prata,RR,Churn,2026-01-13
1317,Essencial,59.9,Leão do Oeste,PI,Churn,2026-01-13
1318,Essencial,59.9,Barros do Campo,SE,Ativo,2026-01-13
1319,Basico,39.9,da Cruz da Serra,SE,Ativo,2026-01-13
1320,Premium,89.9,Fonseca de Pinto,BA,Ativo,2026-01-13
1321,Premium,89.9,Rocha de Monteiro,MA,Ativo,2026-01-13
1322,Premium,89.9,Abreu dos Dourados,RO,Ativo,2026-01-13
1323,Premium,89.9,Pinto da Praia,PI,Ativo,2026-01-13
1324,Basico,39.9,Ramos do Campo,MT,Ativo,2026-01-13
1325,Essencial,59.9,Santos Verde,PB,Ativo,2026-01-13
1326,Premium,89.9,Souza,RN,Ativo,2026-01-13
1327,Premium,89.9,Lopes,ES,Ativo,2026-01-13
1328,Basico,39.9,Moraes de Rocha,GO,Churn,2026-01-13
1329,Basico,39.9,Aparecida,DF,Ativo,2026-01-13
1330,Basico,39.9,Montenegro da Mata,AL,Ativo,2026-01-13
1331,Essencial,59.9,Almeida,MA,Ativo,2026-01-13
1332,Premium,89.9,Araújo,RJ,Ativo,2026-01-13
1333,Premium,89.9,da Rocha,SC,Churn,2026-01-13
1334,Basico,39.9,Cunha,MS,Ativo,2026-01-13
1335,Basico,39.9,Cardoso da Mata,BA,Ativo,2026-01-13
1336,Premium,89.9,Vasconcelos,PB,Ativo,2026-01-13
1337,Basico,39.9,Câmara,AM,Ativo,2026-01-13
1338,Premium,89.9,Lopes da Praia,MA,Ativo,2026-01-13
1339,Essencial,59.9,Cardoso,PR,Ativo,2026-01-13
1340,Basico,39.9,Fernandes do Amparo,PA,Ativo,2026-01-13
1341,Basico,39.9,Souza,PR,Churn,2026-01-13
1342,Basico,39.9,Cunha,PA,Ativo,2026-01-13
1343,Basico,39.9,Lopes,RR,Ativo,2026-01-13
1344,Premium,89.9,Mendes,PA,Ativo,2026-01-13
1345,Basico,39.9,Marques,ES,Churn,2026-01-13
1346,Essencial,59.9,Aparecida de Castro,SE,Ativo,2026-01-13
1347,Essencial,59.9,Cavalcanti Grande,RO,Ativo,2026-01-13
1348,Essencial,59.9,Gonçalves,PB,Ativo,2026-01-13
1349,Basico,39.9,Gomes,MS,Ativo,2026-01-13
1350,Essencial,59.9,Peixoto,MT,Ativo,2026-01-13
1351,Basico,39.9,Montenegro de Siqueira,RR,Churn,2026-01-13
1352,Essencial,59.9,Cavalcanti,AC,Ativo,2026-01-13
1353,Essencial,59.9,da Conceição de Andrade,RO,Ativo,2026-01-13
1354,Basico,39.9,Correia,CE,Ativo,2026-01-13
1355,Essencial,59.9,Camargo do Oeste,RN,Ativo,2026-01-13
1356,Essencial,59.9,Caldeira Paulista,RN,Ativo,2026-01-13
1357,Essencial,59.9,Souza Verde,PR,Ativo,2026-01-13
1358,Essencial,59.9,da Mota,PI,Ativo,2026-01-13
1359,Premium,89.9,Câmara,SP,Ativo,2026-01-13
1360,Basico,39.9,Azevedo,SE,Ativo,2026-01-13
1361,Premium,89.9,Correia,PR,Ativo,2026-01-13
1362,Premium,89.9,Peixoto,MS,Ativo,2026-01-13
1363,Premium,89.9,Abreu do Norte,GO,Ativo,2026-01-13
1364,Premium,89.9,da Mata,ES,Churn,2026-01-13
1365,Basico,39.9,Pimenta,MT,Churn,2026-01-13
1366,Essencial,59.9,Pimenta da Serra,DF,Ativo,2026-01-13
1367,Premium,89.9,Vasconcelos do Sul,GO,Ativo,2026-01-13
1368,Essencial,59.9,Sousa,CE,Ativo,2026-01-13
1369,Essencial,59.9,Marques da Prata,AC,Ativo,2026-01-13
1370,Essencial,59.9,Ribeiro Grande,DF,Ativo,2026-01-13
1371,Premium,89.9,Campos de Cunha,SP,Ativo,2026-01-13
1372,Basico,39.9,Pereira,SE,Ativo,2026-01-13
1373,Essencial,59.9,Montenegro de Cavalcanti,RN,Ativo,2026-01-13
1374,Premium,89.9,Teixeira de Camargo,SE,Ativo,2026-01-13
1375,Basico,39.9,Cassiano das Flores,CE,Churn,2026-01-13
1376,Premium,89.9,Teixeira da Praia,RJ,Ativo,2026-01-13
1377,Basico,39.9,Mendes do Galho,SE,Ativo,2026-01-13
1378,Premium,89.9,Moreira Grande,MT,Ativo,2026-01-13
1379,Essencial,59.9,Lima,MS,Ativo,2026-01-13
1380,Essencial,59.9,Porto da Serra,RO,Churn,2026-01-13
1381,Premium,89.9,Vieira,MA,Ativo,2026-01-13
1382,Premium,89.9,Caldeira,AC,Churn,2026-01-13
1383,Premium,89.9,Araújo Verde,MT,Ativo,2026-01-13
1384,Basico,39.9,Santos do Campo,PI,Ativo,2026-01-13
1385,Essencial,59.9,Pires,PR,Ativo,2026-01-13
1386,Basico,39.9,da Paz,AC,Ativo,2026-01-13
1387,Basico,39.9,Pastor,SC,Ativo,2026-01-13
1388,Basico,39.9,Castro dos Dourados,RO,Ativo,2026-01-13
1389,Basico,39.9,Vasconcelos do Galho,MG,Ativo,2026-01-13
1390,Basico,39.9,Fonseca,SE,Ativo,2026-01-13
1391,Premium,89.9,Mendes dos Dourados,AP,Churn,2026-01-13
1392,Essencial,59.9,Azevedo da Serra,PA,Ativo,2026-01-13
1393,Essencial,59.9,da Rocha do Oeste,PI,Ativo,2026-01-13
1394,Premium,89.9,Siqueira,AL,Ativo,2026-01-13
1395,Basico,39.9,Costela Verde,MG,Ativo,2026-01-13
1396,Basico,39.9,Dias de Borges,RJ,Ativo,2026-01-13
1397,Basico,39.9,Cassiano do Amparo,AC,Ativo,2026-01-13
1398,Essencial,59.9,Barbosa de Minas,SC,Ativo,2026-01-13
1399,Essencial,59.9,Fogaça,SP,Churn,2026-01-13
1400,Premium,89.9,Novaes do Oeste,PE,Ativo,2026-01-13
1401,Basico,39.9,Duarte,RR,Churn,2026-01-13
1402,Essencial,59.9,Ramos da Prata,GO,Ativo,2026-01-13
1403,Premium,89.9,Leão Alegre,RR,Ativo,2026-01-13
1404,Essencial,59.9,Sá,SP,Ativo,2026-01-13
1405,Essencial,59.9,Andrade Grande,TO,Ativo,2026-01-13
1406,Basico,39.9,Siqueira,SC,Ativo,2026-01-13
1407,Essencial,59.9,Abreu da Praia,AC,Ativo,2026-01-13
1408,Premium,89.9,Pinto,PI,Ativo,2026-01-13
1409,Essencial,59.9,Gonçalves,PR,Ativo,2026-01-13
1410,Basico,39.9,Lima Verde,PE,Ativo,2026-01-13
1411,Premium,89.9,Macedo,AM,Ativo,2026-01-13
1412,Basico,39.9,da Cruz,AM,Ativo,2026-01-13
1413,Premium,89.9,Pacheco,PE,Churn,2026-01-13
1414,Premium,89.9,Novais,MA,Churn,2026-01-13
1415,Basico,39.9,Araújo Grande,TO,Ativo,2026-01-13
1416,Basico,39.9,da Rosa,RJ,Ativo,2026-01-13
1417,Premium,89.9,Machado,PR,Ativo,2026-01-13
1418,Premium,89.9,Peixoto,MG,Ativo,2026-01-13
1419,Basico,39.9,da Rocha de Rezende,RN,Ativo,2026-01-13
1420,Basico,39.9,Aparecida,RN,Churn,2026-01-13
1421,Premium,89.9,Brito,SE,Ativo,2026-01-13
1422,Basico,39.9,Cunha,AP,Ativo,2026-01-13
1423,Premium,89.9,da Rosa da Praia,PI,Ativo,2026-01-13
1424,Basico,39.9,Campos,RN,Ativo,2026-01-13
1425,Premium,89.9,Cunha,AP,Ativo,2026-01-13
1426,Basico,39.9,Garcia,RR,Ativo,2026-01-13
1427,Basico,39.9,Ribeiro,ES,Ativo,2026-01-13
1428,Premium,89.9,Mendonça do Amparo,DF,Churn,2026-01-13
1429,Basico,39.9,Cavalcanti,AL,Ativo,2026-01-13
1430,Basico,39.9,Alves,SP,Churn,2026-01-13
1431,Premium,89.9,Vieira do Campo,AM,Ativo,2026-01-13
1432,Essencial,59.9,Gomes da Prata,SP,Ativo,2026-01-13
1433,Basico,39.9,Rezende de Minas,MS,Churn,2026-01-13
1434,Basico,39.9,Moura do Oeste,BA,Ativo,2026-01-13
1435,Essencial,59.9,da Cunha,TO,Ativo,2026-01-13
1436,Essencial,59.9,Souza,RS,Ativo,2026-01-13
1437,Premium,89.9,Machado Verde,RN,Ativo,2026-01-13
1438,Premium,89.9,Dias do Oeste,AP,Ativo,2026-01-13
1439,Premium,89.9,Rodrigues dos Dourados,RO,Ativo,2026-01-13
1440,Essencial,59.9,Brito dos Dourados,AC,Churn,2026-01-13
1441,Essencial,59.9,Pastor,SE,Ativo,2026-01-13
1442,Essencial,59.9,Melo Verde,RN,Ativo,2026-01-13
1443,Premium,89.9,Montenegro do Norte,BA,Ativo,2026-01-13
1444,Basico,39.9,Jesus,RR,Ativo,2026-01-13
1445,Basico,39.9,Brito Alegre,ES,Ativo,2026-01-13
1446,Premium,89.9,Monteiro,PB,Ativo,2026-01-13
1447,Basico,39.9,Vargas,SP,Ativo,2026-01-13
1448,Premium,89.9,Brito,SP,Churn,2026-01-13
1449,Essencial,59.9,Aragão,PI,Ativo,2026-01-13
1450,Essencial,59.9,Novais,SC,Ativo,2026-01-13
1451,Essencial,59.9,Casa Grande de Macedo,SC,Ativo,2026-01-13
1452,Basico,39.9,Souza da Serra,RJ,Ativo,2026-01-13
1453,Essencial,59.9,Cavalcante,SP,Ativo,2026-01-13
1454,Essencial,59.9,Sousa,SE,Churn,2026-01-13
1455,Premium,89.9,Freitas,MT,Ativo,2026-01-13
1456,Premium,89.9,da Rosa,SP,Ativo,2026-01-13
1457,Essencial,59.9,Correia,MT,Ativo,2026-01-13
1458,Essencial,59.9,Gonçalves da Praia,AP,Ativo,2026-01-13
1459,Basico,39.9,Almeida,SE,Ativo,2026-01-13
1460,Premium,89.9,Nunes,MG,Ativo,2026-01-13
1461,Essencial,59.9,Sá,DF,Ativo,2026-01-13
1462,Premium,89.9,Moraes de Goiás,MS,Ativo,2026-01-13
1463,Basico,39.9,da Luz,TO,Ativo,2026-01-13
1464,Essencial,59.9,Sá da Mata,AP,Ativo,2026-01-13
1465,Essencial,59.9,Silveira,PA,Ativo,2026-01-13
1466,Basico,39.9,Monteiro,BA,Ativo,2026-01-13
1467,Basico,39.9,das Neves,CE,Ativo,2026-01-13
1468,Essencial,59.9,da Luz de Porto,SC,Ativo,2026-01-13
1469,Essencial,59.9,Camargo,MG,Ativo,2026-01-13
1470,Premium,89.9,Fernandes,RS,Ativo,2026-01-13
1471,Basico,39.9,Ferreira,MA,Ativo,2026-01-13
1472,Essencial,59.9,Peixoto,GO,Ativo,2026-01-13
1473,Essencial,59.9,Nunes do Campo,PI,Churn,2026-01-13
1474,Basico,39.9,Freitas,CE,Ativo,2026-01-13
1475,Premium,89.9,Nunes das Pedras,AL,Ativo,2026-01-13
1476,Essencial,59.9,das Neves do Amparo,SE,Ativo,2026-01-13
1477,Premium,89.9,da Cunha da Prata,PA,Ativo,2026-01-13
1478,Premium,89.9,Santos,AM,Ativo,2026-01-13
1479,Basico,39.9,Mendes do Campo,RS,Ativo,2026-01-13
1480,Basico,39.9,da Costa de Sousa,RR,Ativo,2026-01-13
1481,Essencial,59.9,Pimenta das Flores,MA,Ativo,2026-01-13
1482,Essencial,59.9,Andrade,PR,Ativo,2026-01-13
1483,Basico,39.9,da Conceição,AC,Churn,2026-01-13
1484,Basico,39.9,Dias do Amparo,RJ,Ativo,2026-01-13
1485,Essencial,59.9,Pastor,AM,Churn,2026-01-13
1486,Basico,39.9,Azevedo Grande,PR,Ativo,2026-01-13
1487,Basico,39.9,Sá,TO,Ativo,2026-01-13
1488,Basico,39.9,Abreu de Minas,RJ,Ativo,2026-01-13
1489,Premium,89.9,Dias da Mata,PE,Ativo,2026-01-13
1490,Basico,39.9,da Mata Verde,GO,Ativo,2026-01-13
1491,Essencial,59.9,Costa do Galho,DF,Ativo,2026-01-13
1492,Premium,89.9,Fonseca,PE,Ativo,2026-01-13
1493,Essencial,59.9,Peixoto da Mata,AP,Ativo,2026-01-13
1494,Premium,89.9,Cunha da Prata,AL,Ativo,2026-01-13
1495,Basico,39.9,Pimenta Verde,MG,Ativo,2026-01-13
1496,Essencial,59.9,Santos,GO,Ativo,2026-01-13
1497,Premium,89.9,Martins,RO,Ativo,2026-01-13
1498,Essencial,59.9,Rodrigues do Sul,AP,Ativo,2026-01-13
1499,Essencial,59.9,da Cruz,PB,Ativo,2026-01-13
1500,Basico,39.9,Melo de Sá,RJ,Churn,2026-01-13
1501,Premium,89.9,Pimenta da Mata,SP,Ativo,2026-01-13
1502,Premium,89.9,da Rosa,SC,Ativo,2026-01-13
1503,Premium,89.9,Leão,RO,Ativo,2026-01-13
1504,Premium,89.9,Fogaça,AP,Ativo,2026-01-13
1505,Essencial,59.9,Duarte do Norte,PB,Churn,2026-01-13
1506,Basico,39.9,Correia da Serra,MG,Ativo,2026-01-13
1507,Basico,39.9,da Paz das Pedras,RR,Ativo,2026-01-13
1508,Premium,89.9,Fogaça de Monteiro,DF,Ativo,2026-01-13
1509,Essencial,59.9,Pacheco do Norte,PI,Ativo,2026-01-13
1510,Basico,39.9,Pereira Grande,DF,Churn,2026-01-13
1511,Essencial,59.9,Martins do Oeste,AL,Ativo,2026-01-13
1512,Basico,39.9,Sales da Prata,SP,Ativo,2026-01-13
1513,Premium,89.9,da Conceição da Serra,TO,Ativo,2026-01-13
1514,Premium,89.9,Costa,RR,Ativo,2026-01-13
1515,Premium,89.9,Azevedo,RS,Ativo,2026-01-13
1516,Basico,39.9,Viana do Oeste,RN,Ativo,2026-01-13
1517,Premium,89.9,Ferreira do Campo,TO,Ativo,2026-01-13
1518,Premium,89.9,Gonçalves,SC,Churn,2026-01-13
1519,Essencial,59.9,Jesus do Oeste,RS,Ativo,2026-01-13
1520,Basico,39.9,da Rocha,SP,Churn,2026-01-13
1521,Essencial,59.9,Oliveira,PR,Churn,2026-01-13
1522,Essencial,59.9,Araújo,SE,Ativo,2026-01-13
1523,Premium,89.9,Pereira da Serra,RS,Ativo,2026-01-13
1524,Essencial,59.9,Costela,AM,Ativo,2026-01-13
1525,Basico,39.9,Sampaio do Campo,ES,Ativo,2026-01-13
1526,Basico,39.9,Cavalcanti de Duarte,AM,Ativo,2026-01-13
1527,Basico,39.9,Garcia,RR,Ativo,2026-01-13
1528,Premium,89.9,Nascimento,SC,Churn,2026-01-13
1529,Premium,89.9,Vasconcelos,SP,Ativo,2026-01-13
1530,Premium,89.9,Almeida,AC,Ativo,2026-01-13
1531,Essencial,59.9,da Luz,PR,Ativo,2026-01-13
1532,Essencial,59.9,Campos do Campo,AC,Ativo,2026-01-13
1533,Basico,39.9,Teixeira,SP,Churn,2026-01-13
1534,Premium,89.9,Sales da Mata,AL,Ativo,2026-01-13
1535,Premium,89.9,Pastor Alegre,DF,Ativo,2026-01-13
1536,Basico,39.9,Casa Grande de Peixoto,MG,Ativo,2026-01-13
1537,Premium,89.9,Cavalcante da Prata,AM,Ativo,2026-01-13
1538,Basico,39.9,da Rocha dos Dourados,SE,Ativo,2026-01-13
1539,Essencial,59.9,Costa dos Dourados,CE,Ativo,2026-01-13
1540,Essencial,59.9,Caldeira das Pedras,RR,Ativo,2026-01-13
1541,Premium,89.9,Novaes do Norte,GO,Ativo,2026-01-13
1542,Essencial,59.9,Moraes,TO,Ativo,2026-01-13
1543,Premium,89.9,Cirino do Amparo,SP,Churn,2026-01-13
1544,Essencial,59.9,Carvalho,TO,Ativo,2026-01-13
1545,Essencial,59.9,Costa,RS,Churn,2026-01-13
1546,Essencial,59.9,Cassiano de Siqueira,DF,Ativo,2026-01-13
1547,Premium,89.9,Nogueira,CE,Ativo,2026-01-13
1548,Essencial,59.9,Oliveira,PR,Ativo,2026-01-13
1549,Premium,89.9,Viana de Cunha,SP,Ativo,2026-01-13
1550,Basico,39.9,Pacheco Verde,AM,Ativo,2026-01-13
1551,Basico,39.9,Andrade,RJ,Ativo,2026-01-13
1552,Premium,89.9,Abreu Alegre,PB,Ativo,2026-01-13
1553,Basico,39.9,Lopes,ES,Ativo,2026-01-13
1554,Premium,89.9,Viana,RR,Ativo,2026-01-13
1555,Premium,89.9,Andrade,PA,Ativo,2026-01-13
1556,Basico,39.9,Porto do Oeste,PI,Churn,2026-01-13
1557,Premium,89.9,Monteiro de da Rocha,PI,Ativo,2026-01-13
1558,Essencial,59.9,Marques,RO,Ativo,2026-01-13
1559,Premium,89.9,Costa de Aragão,RJ,Ativo,2026-01-13
1560,Essencial,59.9,Carvalho de Minas,MT,Ativo,2026-01-13
1561,Basico,39.9,Vasconcelos,AC,Ativo,2026-01-13
1562,Basico,39.9,Farias das Pedras,TO,Ativo,2026-01-13
1563,Basico,39.9,Casa Grande,GO,Ativo,2026-01-13
1564,Essencial,59.9,Pereira,TO,Ativo,2026-01-13
1565,Basico,39.9,Fernandes do Amparo,MT,Ativo,2026-01-13
1566,Basico,39.9,Rocha Paulista,RN,Ativo,2026-01-13
1567,Premium,89.9,Brito do Galho,AC,Ativo,2026-01-13
1568,Essencial,59.9,Farias do Oeste,RS,Ativo,2026-01-13
1569,Essencial,59.9,Cirino,TO,Ativo,2026-01-13
1570,Basico,39.9,Barbosa,MA,Churn,2026-01-13
1571,Essencial,59.9,Martins do Campo,RR,Ativo,2026-01-13
1572,Essencial,59.9,Dias das Pedras,PI,Ativo,2026-01-13
1573,Essencial,59.9,Sousa,ES,Ativo,2026-01-13
1574,Basico,39.9,Lima de Rezende,RS,Ativo,2026-01-13
1575,Essencial,59.9,Moraes Verde,RN,Churn,2026-01-13
1576,Premium,89.9,Vargas,PR,Ativo,2026-01-13
1577,Basico,39.9,Carvalho Verde,SE,Churn,2026-01-13
1578,Essencial,59.9,Cavalcanti,GO,Ativo,2026-01-13
1579,Essencial,59.9,Siqueira do Amparo,RS,Ativo,2026-01-13
1580,Basico,39.9,da Luz de Goiás,GO,Ativo,2026-01-13
1581,Premium,89.9,Vieira,GO,Churn,2026-01-13
1582,Basico,39.9,Abreu,BA,Ativo,2026-01-13
1583,Premium,89.9,da Conceição do Amparo,AL,Ativo,2026-01-13
1584,Premium,89.9,Aparecida Alegre,AC,Ativo,2026-01-13
1585,Essencial,59.9,Ramos Verde,PI,Ativo,2026-01-13
1586,Essencial,59.9,Correia,AC,Churn,2026-01-13
1587,Basico,39.9,Aragão,RO,Ativo,2026-01-13
1588,Premium,89.9,Moura de Goiás,PE,Ativo,2026-01-13
1589,Premium,89.9,Caldeira,RR,Ativo,2026-01-13
1590,Basico,39.9,da Rocha,AP,Ativo,2026-01-13
1591,Premium,89.9,da Rocha,TO,Ativo,2026-01-13
1592,Basico,39.9,Novaes,CE,Ativo,2026-01-13
1593,Basico,39.9,Correia das Flores,PB,Ativo,2026-01-13
1594,Premium,89.9,Lopes da Mata,AM,Churn,2026-01-13
1595,Premium,89.9,Moreira de Ramos,ES,Churn,2026-01-13
1596,Essencial,59.9,Teixeira,TO,Ativo,2026-01-13
1597,Basico,39.9,Rios da Serra,DF,Ativo,2026-01-13
1598,Basico,39.9,Costa,BA,Ativo,2026-01-13
1599,Basico,39.9,Duarte de Costela,PB,Ativo,2026-01-13
1600,Basico,39.9,Azevedo Paulista,RN,Ativo,2026-01-13
1601,Premium,89.9,Vargas,PA,Ativo,2026-01-13
1602,Basico,39.9,Marques de Sales,AM,Ativo,2026-01-13
1603,Premium,89.9,Gomes,CE,Churn,2026-01-13
1604,Essencial,59.9,Cunha,BA,Ativo,2026-01-13
1605,Essencial,59.9,Campos,SP,Ativo,2026-01-13
1606,Premium,89.9,Ramos,SC,Churn,2026-01-13
1607,Premium,89.9,Machado,RR,Churn,2026-01-13
1608,Essencial,59.9,Andrade,RS,Churn,2026-01-13
1609,Premium,89.9,Vargas,MG,Churn,2026-01-13
1610,Premium,89.9,Farias,RN,Churn,2026-01-13
1611,Essencial,59.9,Abreu das Flores,AM,Ativo,2026-01-13
1612,Essencial,59.9,Montenegro,RN,Churn,2026-01-13
1613,Basico,39.9,Gomes Verde,TO,Ativo,2026-01-13
1614,Premium,89.9,Barros,CE,Ativo,2026-01-13
1615,Essencial,59.9,Alves de Almeida,RO,Ativo,2026-01-13
1616,Basico,39.9,Monteiro,TO,Ativo,2026-01-13
1617,Basico,39.9,Fogaça Grande,PB,Ativo,2026-01-13
1618,Basico,39.9,Martins da Prata,RR,Ativo,2026-01-13
1619,Premium,89.9,Cunha Grande,RR,Ativo,2026-01-13
1620,Premium,89.9,da Paz de da Cruz,PE,Ativo,2026-01-13
1621,Basico,39.9,Barbosa,CE,Ativo,2026-01-13
1622,Basico,39.9,Farias,RO,Ativo,2026-01-13
1623,Premium,89.9,Rios de Correia,SP,Ativo,2026-01-13
1624,Premium,89.9,Marques de Carvalho,MA,Ativo,2026-01-13
1625,Premium,89.9,Marques,PR,Churn,2026-01-13
1626,Basico,39.9,da Mata de Cavalcanti,CE,Ativo,2026-01-13
1627,Basico,39.9,Macedo,SE,Ativo,2026-01-13
1628,Basico,39.9,Costa de Ferreira,TO,Ativo,2026-01-13
1629,Premium,89.9,Lima de Vasconcelos,CE,Ativo,2026-01-13
1630,Basico,39.9,das Neves Verde,DF,Ativo,2026-01-13
1631,Basico,39.9,Gonçalves de Lima,PB,Ativo,2026-01-13
1632,Premium,89.9,da Mota,RO,Ativo,2026-01-13
1633,Basico,39.9,Leão de Pacheco,MT,Ativo,2026-01-13
1634,Essencial,59.9,Dias do Norte,GO,Ativo,2026-01-13
1635,Basico,39.9,Gonçalves da Prata,ES,Ativo,2026-01-13
1636,Premium,89.9,Alves,AM,Ativo,2026-01-13
1637,Essencial,59.9,Monteiro,TO,Ativo,2026-01-13
1638,Essencial,59.9,Nunes,MS,Ativo,2026-01-13
1639,Basico,39.9,Borges de Rodrigues,SE,Ativo,2026-01-13
1640,Essencial,59.9,Abreu,ES,Ativo,2026-01-13
1641,Premium,89.9,Silveira,RN,Churn,2026-01-13
1642,Essencial,59.9,Moura do Oeste,PI,Ativo,2026-01-13
1643,Premium,89.9,Rezende,RS,Ativo,2026-01-13
1644,Essencial,59.9,Silveira da Serra,AC,Ativo,2026-01-13
1645,Premium,89.9,Jesus,AP,Ativo,2026-01-13
1646,Premium,89.9,Carvalho,PR,Ativo,2026-01-13
1647,Premium,89.9,Moraes do Galho,RS,Ativo,2026-01-13
1648,Premium,89.9,Nunes,ES,Ativo,2026-01-13
1649,Essencial,59.9,Novaes Paulista,RR,Ativo,2026-01-13
1650,Essencial,59.9,Silveira,AC,Ativo,2026-01-13
1651,Basico,39.9,Mendonça do Amparo,PR,Churn,2026-01-13
1652,Essencial,59.9,Martins,PB,Ativo,2026-01-13
1653,Essencial,59.9,Novaes das Flores,PR,Ativo,2026-01-13
1654,Basico,39.9,Nogueira de Aparecida,RR,Churn,2026-01-13
1655,Basico,39.9,Aparecida,MG,Ativo,2026-01-13
1656,Essencial,59.9,Silva Grande,AC,Ativo,2026-01-13
1657,Basico,39.9,da Mata de Gonçalves,AC,Ativo,2026-01-13
1658,Basico,39.9,Lima,MG,Ativo,2026-01-13
1659,Premium,89.9,Peixoto Grande,RR,Ativo,2026-01-13
1660,Basico,39.9,Novaes,PE,Ativo,2026-01-13
1661,Essencial,59.9,Nascimento das Flores,PB,Ativo,2026-01-13
1662,Basico,39.9,Sampaio,AM,Ativo,2026-01-13
1663,Premium,89.9,Pastor de Nunes,AL,Ativo,2026-01-13
1664,Premium,89.9,Borges,CE,Ativo,2026-01-13
1665,Basico,39.9,da Cunha de Freitas,MT,Ativo,2026-01-13
1666,Basico,39.9,Cavalcanti do Sul,GO,Ativo,2026-01-13
1667,Premium,89.9,Araújo de Minas,AL,Ativo,2026-01-13
1668,Basico,39.9,da Costa de Viana,GO,Ativo,2026-01-13
1669,Basico,39.9,Macedo de Goiás,MA,Ativo,2026-01-13
1670,Essencial,59.9,Borges,ES,Ativo,2026-01-13
1671,Premium,89.9,da Mota,GO,Ativo,2026-01-13
1672,Basico,39.9,Moura do Campo,RR,Ativo,2026-01-13
1673,Essencial,59.9,Ferreira de Moreira,CE,Ativo,2026-01-13
1674,Basico,39.9,Casa Grande dos Dourados,RR,Ativo,2026-01-13
1675,Essencial,59.9,Lima da Prata,MA,Ativo,2026-01-13
1676,Essencial,59.9,Sá,PA,Ativo,2026-01-13
1677,Basico,39.9,Araújo,ES,Ativo,2026-01-13
1678,Essencial,59.9,Marques da Serra,RR,Ativo,2026-01-13
1679,Premium,89.9,Macedo das Flores,AC,Ativo,2026-01-13
1680,Essencial,59.9,Ferreira,RJ,Ativo,2026-01-13
1681,Essencial,59.9,Barros,RS,Ativo,2026-01-13
1682,Premium,89.9,Porto de Cassiano,MS,Churn,2026-01-13
1683,Premium,89.9,Garcia,PI,Ativo,2026-01-13
1684,Essencial,59.9,Carvalho de Caldeira,RJ,Ativo,2026-01-13
1685,Essencial,59.9,Barbosa,AC,Ativo,2026-01-13
1686,Basico,39.9,Almeida,RN,Ativo,2026-01-13
1687,Essencial,59.9,da Mota da Praia,PR,Ativo,2026-01-13
1688,Essencial,59.9,Duarte de Minas,MA,Ativo,2026-01-13
1689,Basico,39.9,Peixoto das Flores,RN,Ativo,2026-01-13
1690,Basico,39.9,Freitas de Sales,PA,Ativo,2026-01-13
1691,Premium,89.9,Mendonça de Goiás,CE,Ativo,2026-01-13
1692,Basico,39.9,Sampaio,MG,Churn,2026-01-13
1693,Basico,39.9,Dias de Goiás,RS,Ativo,2026-01-13
1694,Premium,89.9,Ferreira,DF,Ativo,2026-01-13
1695,Essencial,59.9,Campos,AP,Ativo,2026-01-13
1696,Premium,89.9,Rezende das Pedras,GO,Ativo,2026-01-13
1697,Premium,89.9,Vargas de Dias,MG,Ativo,2026-01-13
1698,Essencial,59.9,Alves,AM,Ativo,2026-01-13
1699,Basico,39.9,da Rocha Paulista,AM,Ativo,2026-01-13
1700,Premium,89.9,Campos de Goiás,MG,Ativo,2026-01-13
1701,Premium,89.9,Fonseca,AP,Ativo,2026-01-13
1702,Essencial,59.9,da Conceição,DF,Churn,2026-01-13
1703,Essencial,59.9,Teixeira da Serra,GO,Ativo,2026-01-13
1704,Premium,89.9,Martins,AC,Ativo,2026-01-13
1705,Essencial,59.9,Cavalcanti,SC,Ativo,2026-01-13
1706,Basico,39.9,Porto do Norte,BA,Churn,2026-01-13
1707,Basico,39.9,Cavalcanti,PR,Ativo,2026-01-13
1708,Premium,89.9,Moura,PI,Ativo,2026-01-13
1709,Premium,89.9,Nunes de Caldeira,CE,Ativo,2026-01-13
1710,Basico,39.9,da Conceição,RO,Ativo,2026-01-13
1711,Basico,39.9,Lima do Galho,GO,Ativo,2026-01-13
