id_cliente,id_atendimento,nota_nps,data_pesquisa,categoria
3120,10290,10,2024-02-26 17:56:21,Seguro
248,8504,10,2024-04-02 14:57:19,Automotivo
2874,9799,10,2024-02-18 14:41:03,Seguro
4609,14453,9,2023-05-17 14:19:37,Saúde
701,6492,5,2025-12-25 03:26:10,Saúde
4280,12104,10,2024-12-10 03:20:40,Saúde
597,15340,9,2025-07-18 18:36:18,Benefícios
622,15562,8,2023-05-10 12:32:31,Residencial
1054,135,7,2025-09-29 03:12:14,Saúde
3704,11900,8,2025-03-08 21:27:56,Jurídico
3177,9163,10,2025-08-12 21:42:30,Benefícios
4228,6267,9,2025-09-09 15:20:57,Saúde
3413,4206,9,2025-03-20 09:43:06,Saúde
4943,12064,8,2023-04-20 03:24:03,Seguro
3839,16443,8,2025-06-17 13:30:07,Automotivo
1707,8127,10,2023-10-21 11:59:45,Jurídico
558,18443,9,2024-03-13 18:36:52,Residencial
789,15215,10,2025-01-04 05:14:16,Jurídico
1510,18765,9,2023-10-04 11:09:00,Jurídico
131,4681,10,2025-01-30 12:34:13,Benefícios
3046,7509,7,2023-01-30 09:21:12,Seguro
2473,18029,9,2024-01-07 07:17:51,Saúde
2200,5504,10,2025-09-25 15:51:18,Benefícios
158,486,9,2024-08-03 15:35:17,Benefícios
4271,11237,9,2024-04-16 11:46:43,Benefícios
895,968,10,2023-12-17 03:42:56,Residencial
1501,11458,9,2023-10-22 19:08:13,Pet
3014,6070,10,2025-03-14 22:12:30,Residencial
4041,9454,10,2025-11-13 17:21:43,Jurídico
2436,5355,8,2024-11-02 02:33:48,Saúde
2551,12095,9,2024-01-18 19:10:08,Saúde
3742,16933,10,2023-10-26 00:12:32,Pet
3953,2226,6,2023-02-10 18:20:30,Pet
3902,13642,1,2025-04-03 08:38:45,Automotivo
545,5759,0,2024-08-31 01:47:42,Benefícios
1630,10147,10,2024-08-02 14:46:50,Pet
272,12444,10,2023-07-04 09:57:48,Seguro
4561,13186,6,2025-01-05 18:44:33,Automotivo
3293,6207,2,2025-08-10 13:25:48,Seguro
285,6057,10,2023-04-21 16:07:56,Benefícios
3061,6254,9,2024-11-13 21:35:35,Residencial
2561,10535,6,2024-07-02 17:59:02,Seguro
4169,10348,6,2023-09-23 05:38:46,Automotivo
2273,13339,10,2023-12-06 10:12:22,Residencial
4474,5351,9,2023-10-02 12:48:14,Automotivo
604,3965,10,2024-07-31 02:21:13,Saúde
4570,12768,1,2023-04-07 20:20:44,Automotivo
487,15643,10,2025-02-15 09:36:16,Jurídico
2884,10316,9,2025-08-28 22:44:12,Seguro
682,17177,10,2024-08-25 11:14:40,Seguro
3757,11141,10,2024-02-13 20:40:03,Seguro
4126,3486,9,2023-02-08 23:00:18,Seguro
1906,7262,10,2023-02-09 02:10:31,Saúde
1624,9348,10,2025-08-11 07:09:25,Benefícios
52,6212,9,2023-12-26 11:48:51,Jurídico
3985,5526,10,2023-09-04 18:33:28,Automotivo
401,11613,10,2023-04-16 18:06:22,Automotivo
3077,16219,9,2024-09-09 16:48:47,Benefícios
3052,602,6,2023-12-28 05:06:46,Automotivo
1447,3509,10,2023-05-29 14:30:51,Residencial
1544,10141,9,2024-12-20 01:32:41,Residencial
443,5772,10,2025-09-18 08:52:16,Saúde
553,2857,2,2023-05-24 02:51:19,Saúde
804,4955,10,2023-12-31 10:26:31,Pet
3110,12611,7,2025-03-26 15:52:22,Seguro
4935,2168,9,2024-12-20 21:43:00,Residencial
2870,2413,5,2023-10-10 18:59:04,Residencial
1596,7387,9,2025-12-15 20:30:18,Seguro
3830,17831,3,2023-03-29 05:29:24,Residencial
455,5101,8,2024-01-15 21:19:46,Seguro
4811,16047,10,2023-02-04 09:30:05,Benefícios
3503,13081,7,2025-10-20 01:12:14,Saúde
3653,11592,9,2023-09-27 20:44:27,Saúde
3677,5976,10,2024-06-23 15:22:52,Saúde
3252,742,9,2023-03-13 16:08:31,Benefícios
2413,412,8,2025-11-11 09:56:55,Saúde
328,14067,6,2025-03-26 10:47:34,Pet
1975,16693,9,2024-11-20 20:24:29,Jurídico
215,9410,10,2024-11-22 08:11:13,Automotivo
1850,16638,10,2024-11-14 07:46:33,Residencial
620,7502,9,2024-04-30 19:02:21,Saúde
3248,3231,4,2025-10-11 22:50:40,Saúde
169,3106,8,2024-01-22 19:04:26,Saúde
1390,3209,10,2023-08-01 20:58:09,Residencial
1253,2076,9,2025-03-26 14:34:47,Saúde
3427,11477,4,2023-06-05 18:43:46,Seguro
1956,3266,6,2023-06-07 15:22:00,Saúde
2430,17674,0,2023-10-31 05:06:35,Seguro
4623,2678,10,2023-08-08 13:18:36,Saúde
294,11177,9,2025-01-28 14:20:23,Pet
72,18769,7,2025-07-21 11:56:00,Seguro
1872,4490,8,2023-06-01 08:21:49,Saúde
4218,10827,9,2024-10-06 23:25:12,Saúde
2981,17719,10,2025-10-03 15:26:03,Residencial
4812,287,10,2024-03-10 22:53:16,Saúde
4738,1324,7,2023-10-18 02:30:23,Pet
3721,2625,10,2023-05-20 14:52:35,Jurídico
293,10114,10,2023-06-13 15:18:17,Pet
395,2517,6,2024-03-31 03:11:43,Saúde
3806,73,7,2023-03-26 17:45:08,Seguro
3154,19571,10,2023-07-29 04:18:09,Automotivo
1420,411,9,2025-10-28 20:34:45,Jurídico
2739,7882,9,2024-08-19 08:18:40,Saúde
2224,3144,9,2025-04-30 22:07:23,Pet
4806,7450,9,2023-12-06 23:27:44,Saúde
298,16357,7,2023-11-16 19:32:53,Jurídico
2271,15816,10,2025-09-07 09:07:38,Saúde
1002,6917,10,2024-12-07 10:08:11,Automotivo
4895,12078,8,2025-07-18 00:42:29,Seguro
4649,8388,10,2023-02-03 17:34:12,Residencial
536,12017,10,2023-03-30 21:55:06,Saúde
2241,8671,10,2025-02-12 00:44:38,Saúde
13,11353,10,2023-06-29 03:17:06,Automotivo
4759,5231,10,2023-08-17 02:26:06,Automotivo
1668,5859,7,2024-09-10 03:10:27,Pet
3048,19240,10,2025-05-20 04:22:33,Pet
1069,11250,9,2023-05-11 19:09:36,Pet
4274,8630,8,2023-03-14 05:05:19,Benefícios
4180,10631,10,2024-07-19 06:08:28,Seguro
3172,18859,4,2025-01-31 10:45:01,Benefícios
3382,2299,10,2023-04-10 23:20:15,Saúde
4508,15300,10,2025-01-13 18:17:53,Automotivo
514,16414,7,2023-10-19 02:59:44,Seguro
4436,5332,10,2024-04-30 06:14:27,Automotivo
4574,19667,9,2023-01-21 00:02:49,Benefícios
1604,7349,8,2024-02-20 07:37:04,Residencial
2184,2586,10,2025-09-19 18:01:09,Residencial
1399,5763,10,2025-04-18 05:21:24,Benefícios
3628,16680,10,2023-03-06 01:55:49,Residencial
2621,13724,8,2023-12-03 08:28:22,Pet
3624,1072,10,2023-03-25 23:42:28,Seguro
500,3756,5,2023-08-29 16:33:37,Saúde
556,6229,9,2023-04-02 19:32:31,Automotivo
4226,15822,6,2025-08-06 07:52:34,Seguro
2728,10732,10,2024-04-29 05:01:51,Saúde
3221,4772,10,2024-09-19 22:35:53,Pet
395,18699,9,2024-09-20 14:47:39,Benefícios
3989,14121,1,2023-09-10 06:55:06,Pet
2294,15268,8,2024-04-24 12:48:47,Jurídico
2044,9397,10,2025-03-04 05:04:31,Saúde
3417,6731,8,2023-05-26 13:16:40,Jurídico
1771,3634,9,2025-08-08 03:35:17,Saúde
3181,7773,9,2023-10-12 01:17:08,Residencial
3212,12668,7,2025-06-24 08:17:38,Pet
3831,18938,5,2023-07-30 07:28:57,Benefícios
4755,12406,9,2024-07-27 11:06:31,Saúde
4787,15809,7,2023-04-24 13:17:38,Jurídico
2287,14238,9,2023-09-01 21:50:49,Saúde
3941,16821,10,2023-06-12 21:54:22,Benefícios
1532,11574,6,2024-06-10 14:34:07,Saúde
1461,1732,9,2024-04-20 08:28:59,Benefícios
1445,8240,9,2025-06-02 00:33:00,Residencial
3060,19315,7,2023-10-18 02:19:06,Saúde
3324,698,9,2023-09-16 20:31:08,Benefícios
4951,1006,9,2025-12-31 23:03:53,Saúde
3871,11513,9,2024-05-19 02:07:17,Seguro
508,8060,10,2025-01-21 12:22:40,Benefícios
3449,13020,7,2024-08-30 06:03:07,Automotivo
1310,12388,10,2023-07-05 06:38:26,Seguro
4160,5788,6,2024-07-27 09:02:31,Automotivo
4933,12126,9,2025-02-09 09:05:35,Pet
820,9173,10,2025-03-16 12:45:56,Jurídico
795,1030,9,2023-01-25 20:36:06,Automotivo
2311,12807,10,2023-07-18 12:04:27,Benefícios
2539,7792,9,2023-03-21 14:03:53,Saúde
2775,2936,9,2025-05-26 09:23:03,Automotivo
2482,9215,10,2023-11-14 05:11:26,Jurídico
489,11763,9,2025-02-23 12:20:21,Automotivo
3238,13313,10,2024-11-30 17:27:15,Automotivo
4320,12103,10,2025-10-11 03:23:08,Benefícios
2094,12125,2,2023-11-05 00:02:26,Residencial
134,16764,8,2023-02-13 17:08:23,Seguro
2581,7429,7,2024-01-08 22:54:00,Saúde
3338,17495,6,2023-05-16 05:31:27,Seguro
2997,18111,9,2023-05-23 10:37:46,Automotivo
1139,10313,9,2023-11-21 07:06:51,Residencial
545,2102,7,2023-09-02 19:39:33,Seguro
2524,15462,8,2025-08-18 18:14:06,Seguro
4281,102,10,2025-03-18 20:04:36,Saúde
2131,11106,8,2023-04-02 22:32:54,Residencial
2660,9682,10,2024-06-12 02:00:16,Benefícios
173,11809,10,2024-06-20 03:54:33,Saúde
2700,4575,9,2023-04-16 17:03:28,Jurídico
1981,18736,9,2024-11-06 23:19:34,Residencial
1075,7514,5,2024-07-19 08:06:48,Residencial
4242,8280,7,2023-06-23 04:35:29,Residencial
2061,13374,9,2023-07-23 07:32:12,Residencial
1652,3847,8,2024-03-22 01:20:22,Seguro
1974,1665,8,2025-08-14 14:11:25,Saúde
413,19613,8,2025-02-20 13:10:30,Jurídico
3803,13603,10,2025-02-10 08:52:04,Saúde
726,1477,10,2025-10-29 19:22:56,Automotivo
2421,13537,9,2023-11-03 10:54:15,Saúde
148,7810,10,2025-09-01 03:49:19,Jurídico
2086,16937,9,2024-03-06 08:28:11,Residencial
664,636,9,2023-04-29 21:10:51,Residencial
3341,818,6,2024-08-05 06:56:08,Automotivo
2299,17481,9,2024-10-26 17:35:47,Residencial
2890,11454,7,2024-08-31 10:03:07,Automotivo
1708,19804,10,2023-04-10 07:39:01,Benefícios
3954,15204,10,2024-04-18 17:46:06,Automotivo
1623,14718,10,2023-10-29 03:59:15,Saúde
1962,16877,10,2024-12-15 23:22:26,Pet
3475,4557,8,2023-01-21 02:41:25,Pet
3819,708,4,2025-12-31 17:01:09,Jurídico
250,11935,8,2023-11-27 05:13:21,Seguro
2064,7020,10,2025-08-25 13:50:30,Jurídico
4360,18918,8,2025-04-20 12:35:03,Residencial
4001,19641,10,2025-01-17 12:07:43,Automotivo
4842,725,8,2023-03-14 04:45:32,Benefícios
1067,3579,9,2024-08-14 18:37:50,Pet
3032,5702,9,2024-06-09 13:25:36,Automotivo
2112,837,10,2023-09-03 06:28:29,Benefícios
3252,13925,8,2025-12-28 20:47:12,Benefícios
2806,7403,10,2024-07-04 02:24:40,Saúde
2647,9401,9,2024-05-30 06:27:51,Saúde
3846,4903,10,2023-01-17 12:45:13,Automotivo
4627,4541,8,2024-05-23 00:15:47,Saúde
209,15366,5,2023-03-09 14:20:02,Saúde
795,15532,9,2023-09-16 00:05:29,Saúde
3767,7322,8,2025-05-05 02:35:52,Automotivo
4338,8179,10,2023-05-31 07:59:46,Saúde
2138,13550,10,2024-11-04 21:28:10,Pet
2273,7569,10,2024-10-03 13:46:13,Seguro
3051,3234,8,2024-02-03 13:01:31,Benefícios
1161,1159,9,2023-11-01 14:16:46,Jurídico
2111,11136,10,2023-05-11 17:04:34,Pet
4399,13960,4,2024-03-20 18:15:45,Seguro
2681,4014,9,2023-03-30 15:54:29,Pet
2661,12614,7,2025-09-13 22:01:39,Residencial
13,4149,7,2023-06-13 20:28:51,Residencial
921,124,6,2023-05-08 21:20:01,Saúde
4317,1248,10,2025-09-23 05:03:54,Benefícios
4031,821,4,2024-11-03 06:51:50,Saúde
4176,17972,10,2025-09-09 14:27:46,Saúde
4245,13170,10,2024-11-30 19:42:13,Pet
3015,4035,9,2023-10-19 19:11:41,Seguro
2755,10163,8,2024-09-18 19:32:39,Saúde
1560,14266,10,2025-04-07 15:45:45,Automotivo
656,4412,10,2023-01-22 16:25:43,Pet
3851,9427,10,2023-09-02 02:19:46,Residencial
2442,18153,9,2024-12-03 20:16:48,Seguro
1649,11209,10,2024-09-19 06:37:21,Benefícios
2689,6789,8,2024-03-26 11:35:38,Seguro
3043,10916,9,2025-03-12 00:40:39,Benefícios
1119,18478,2,2023-08-02 03:10:58,Benefícios
4703,3754,9,2025-10-18 10:13:43,Automotivo
3168,2910,9,2025-07-20 10:38:10,Saúde
4675,4476,10,2024-05-11 19:06:58,Residencial
81,9586,5,2025-04-05 17:19:24,Automotivo
979,8440,5,2023-07-11 17:01:57,Seguro
2468,16823,7,2023-03-24 01:45:04,Saúde
4293,6649,9,2023-10-20 10:01:02,Saúde
1884,8825,8,2023-05-22 13:27:55,Automotivo
4757,18533,3,2025-03-18 08:34:46,Saúde
2721,964,3,2023-04-17 12:18:37,Jurídico
4720,11271,8,2025-05-29 03:31:33,Pet
3689,1960,5,2025-12-07 00:03:22,Saúde
2911,19941,1,2024-08-03 18:43:44,Residencial
3729,18375,9,2024-10-14 01:34:13,Jurídico
368,8992,5,2024-05-10 19:13:17,Pet
2055,7554,9,2024-11-21 05:47:30,Saúde
4642,15222,10,2025-08-16 20:14:31,Saúde
1907,5437,9,2024-10-27 04:41:48,Pet
816,19364,5,2024-05-18 13:38:30,Pet
509,10841,10,2025-12-27 03:03:01,Automotivo
3839,931,10,2025-09-29 04:31:14,Saúde
4472,5602,8,2024-09-27 07:33:39,Benefícios
4169,9467,10,2023-08-12 10:42:38,Automotivo
3191,8969,7,2024-11-07 07:57:42,Automotivo
4900,14077,10,2023-11-23 02:55:59,Saúde
1346,15352,5,2024-02-15 18:39:37,Seguro
2190,2153,8,2023-08-31 16:02:54,Saúde
4935,13607,10,2023-02-20 08:50:09,Benefícios
1316,12108,8,2024-08-17 14:51:12,Residencial
1052,928,10,2024-10-19 22:32:32,Pet
3726,19431,10,2024-05-03 01:03:00,Residencial
609,3975,9,2025-11-05 04:43:32,Residencial
4787,16628,6,2024-10-01 00:24:22,Automotivo
1916,4102,10,2023-07-07 08:48:37,Saúde
4083,2768,10,2024-03-12 20:54:29,Saúde
4956,3949,5,2024-04-01 20:07:46,Benefícios
1157,18444,10,2023-01-17 02:33:16,Pet
3374,8352,1,2023-05-03 02:24:56,Saúde
2249,7692,7,2025-11-03 20:37:29,Residencial
4338,11722,6,2024-02-04 14:59:53,Jurídico
2117,14546,7,2025-04-16 10:39:33,Benefícios
4985,15514,10,2023-10-06 10:32:40,Saúde
4561,17896,9,2023-05-04 18:06:47,Pet
1036,9640,9,2024-02-01 18:49:43,Residencial
1780,18934,10,2024-07-29 18:19:17,Saúde
4738,15332,10,2024-09-14 15:48:01,Pet
4258,12731,10,2023-04-28 10:39:31,Jurídico
1967,3704,9,2023-10-18 11:52:16,Saúde
4513,4597,8,2024-08-29 21:14:15,Residencial
4989,8827,10,2025-12-08 12:08:42,Automotivo
3435,17296,10,2024-10-11 17:16:28,Saúde
2598,14056,7,2023-09-18 16:08:02,Saúde
891,2886,9,2025-04-13 09:10:19,Seguro
1283,4528,8,2024-05-04 03:47:09,Benefícios
4445,3019,10,2023-07-10 23:21:56,Saúde
2343,8836,7,2024-07-17 20:25:55,Pet
1033,16661,10,2023-05-10 03:45:39,Saúde
3637,7822,7,2025-10-31 21:09:53,Pet
4657,13500,8,2024-12-09 01:46:18,Seguro
390,4610,10,2024-01-11 08:43:04,Benefícios
4491,5208,3,2023-06-11 11:22:11,Saúde
4384,6224,9,2025-03-11 12:07:58,Saúde
4839,15330,0,2024-07-14 01:14:20,Pet
1520,18482,9,2023-12-11 12:23:39,Residencial
3099,7169,0,2023-09-09 15:20:16,Saúde
2896,14214,10,2024-05-01 13:49:04,Saúde
555,4573,6,2023-07-29 12:35:43,Automotivo
1234,18292,0,2025-06-10 17:48:43,Saúde
1341,11020,10,2025-08-27 09:16:35,Seguro
788,6584,7,2024-10-16 22:20:43,Saúde
1168,12287,8,2024-10-09 12:58:16,Residencial
3934,12986,10,2023-09-11 14:47:47,Pet
4463,15066,6,2024-11-16 23:30:35,Saúde
2291,8030,7,2025-03-31 23:04:39,Saúde
2916,16550,10,2023-05-07 00:18:20,Saúde
970,15020,10,2023-05-20 17:16:09,Pet
4551,3617,9,2024-01-21 03:05:04,Benefícios
4506,17503,2,2024-08-06 17:12:45,Jurídico
4963,9439,10,2025-03-05 16:37:11,Saúde
4111,11326,9,2024-07-16 15:30:05,Saúde
734,3922,10,2025-11-12 20:13:57,Pet
37,13083,7,2025-03-24 18:45:01,Saúde
2647,12148,10,2023-03-20 06:05:41,Saúde
4421,7535,1,2025-11-27 16:47:57,Residencial
3571,6736,8,2024-12-25 17:28:46,Automotivo
3676,12224,9,2023-04-02 09:49:42,Saúde
4664,2679,10,2023-09-10 05:24:26,Saúde
2232,1558,7,2023-09-27 16:22:34,Automotivo
3107,18809,7,2023-03-13 13:22:59,Benefícios
4159,11767,10,2023-12-11 21:54:29,Seguro
2615,11505,10,2024-06-22 02:43:13,Benefícios
175,8571,10,2023-04-23 06:26:44,Automotivo
3108,15231,10,2025-12-13 19:04:13,Jurídico
2073,10128,10,2023-06-06 18:37:08,Benefícios
2882,9087,8,2024-10-19 03:37:16,Seguro
1284,12909,9,2023-03-28 15:34:40,Pet
4068,17055,10,2025-02-06 01:08:25,Saúde
4622,10037,8,2024-11-21 12:03:58,Seguro
4333,10133,1,2024-12-12 03:47:47,Jurídico
2930,14763,10,2025-08-31 17:35:22,Benefícios
3572,11402,7,2025-02-02 14:29:11,Saúde
3490,3795,10,2023-11-05 02:16:07,Saúde
4929,14896,10,2025-07-23 19:27:41,Benefícios
2257,17776,5,2024-07-20 05:08:47,Residencial
1222,19744,10,2023-01-09 02:36:13,Saúde
1315,13306,7,2024-10-03 10:45:51,Residencial
2587,16400,9,2024-11-12 06:00:21,Seguro
2780,14103,8,2025-08-16 10:09:28,Pet
4159,16429,10,2024-07-05 16:11:53,Pet
29,11045,10,2024-12-12 12:41:30,Saúde
2384,11447,8,2025-11-09 05:17:44,Automotivo
38,1698,8,2023-09-17 12:17:03,Benefícios
2194,14330,10,2025-09-28 21:40:22,Saúde
3972,15590,9,2023-09-27 15:17:38,Benefícios
3742,17531,9,2023-07-27 16:21:21,Benefícios
4775,6443,8,2023-02-21 22:17:40,Seguro
2976,14578,10,2024-07-18 02:29:23,Benefícios
3357,17633,8,2025-02-20 16:11:54,Automotivo
4955,1067,10,2024-02-29 23:22:24,Seguro
3837,10664,10,2025-07-30 16:41:27,Seguro
1958,7067,10,2024-01-23 13:14:46,Saúde
427,12926,9,2025-03-05 13:54:46,Residencial
1020,16541,10,2024-05-10 02:53:29,Jurídico
754,7396,10,2023-06-19 05:23:07,Jurídico
852,736,10,2023-10-20 22:11:53,Saúde
134,2440,8,2024-12-03 19:37:30,Jurídico
771,16740,3,2025-07-31 09:24:58,Saúde
4734,2499,10,2024-01-21 16:43:17,Automotivo
2826,15143,9,2023-09-17 22:27:19,Pet
3238,9888,8,2025-07-28 23:46:03,Automotivo
3679,2137,9,2023-09-23 13:31:35,Automotivo
1124,1699,7,2023-05-27 03:32:13,Automotivo
3776,4044,0,2023-06-16 22:10:10,Residencial
2874,4519,8,2023-09-04 12:00:10,Seguro
3554,2040,10,2025-08-03 02:43:18,Jurídico
4506,9464,9,2025-02-17 19:28:20,Seguro
3188,2361,9,2024-07-17 16:15:50,Saúde
2749,16196,9,2023-01-05 16:41:06,Benefícios
52,4329,10,2023-05-31 05:55:24,Saúde
4078,7583,9,2023-05-28 04:16:03,Residencial
1745,14516,10,2023-07-31 18:53:17,Seguro
2613,4752,6,2024-01-24 02:38:46,Residencial
953,13431,9,2024-05-21 15:39:07,Jurídico
3770,6341,8,2025-05-25 00:57:26,Automotivo
271,14654,10,2023-12-17 08:11:18,Saúde
1173,15405,7,2023-07-10 22:46:22,Benefícios
1966,6491,9,2023-10-27 20:40:58,Saúde
2397,4111,10,2023-04-05 09:43:03,Pet
3491,18908,10,2023-12-04 06:28:11,Saúde
415,4046,5,2023-01-23 10:50:04,Saúde
4156,6914,1,2025-02-09 21:16:30,Seguro
4007,1220,10,2024-08-25 14:27:10,Seguro
3127,4967,9,2024-09-25 13:57:00,Pet
1456,13944,8,2024-03-13 20:48:18,Jurídico
1153,13789,7,2025-07-01 04:22:58,Residencial
1394,7102,7,2025-07-31 17:40:11,Automotivo
2543,14549,2,2023-02-08 07:10:58,Automotivo
410,12734,10,2024-01-05 20:16:41,Jurídico
4143,3533,9,2025-10-08 18:41:25,Seguro
3517,16564,10,2025-09-06 23:21:20,Seguro
4583,5672,7,2024-05-01 03:42:35,Seguro
4071,13219,4,2025-08-05 02:07:42,Benefícios
1933,10691,9,2023-01-06 19:57:08,Seguro
3267,17231,10,2024-05-16 04:20:52,Residencial
1038,13943,10,2025-02-03 00:11:17,Jurídico
4803,17597,9,2024-11-10 09:01:15,Saúde
2341,16949,10,2023-09-24 10:07:45,Saúde
3330,16946,9,2023-04-23 21:05:36,Benefícios
4864,3126,9,2024-06-16 21:11:06,Residencial
2453,2047,8,2024-05-20 08:57:24,Residencial
4608,7682,8,2025-02-25 12:38:54,Seguro
3552,5598,7,2025-04-15 01:01:17,Jurídico
4469,12260,6,2024-04-14 23:52:03,Saúde
3455,19919,6,2025-02-23 14:26:37,Pet
4944,15023,8,2024-01-12 08:16:26,Automotivo
2689,9684,10,2023-07-20 12:24:05,Saúde
3918,17738,7,2024-08-14 03:28:03,Jurídico
4385,6347,2,2025-05-17 20:24:05,Saúde
1960,14609,9,2024-06-15 05:47:57,Residencial
4488,12888,7,2024-05-02 19:57:14,Seguro
166,4157,8,2024-08-09 20:36:45,Saúde
4718,4654,10,2023-11-24 14:55:24,Saúde
4135,4171,6,2023-09-19 19:21:47,Saúde
1419,14468,10,2023-08-15 04:31:12,Benefícios
4889,6329,9,2025-08-07 02:18:48,Benefícios
866,17041,10,2023-03-07 21:57:44,Seguro
3579,2969,10,2025-05-01 20:10:29,Automotivo
4428,6021,10,2025-04-17 00:42:01,Pet
454,5408,0,2025-11-07 08:48:24,Saúde
2332,17857,10,2023-09-09 16:21:37,Benefícios
3293,14311,10,2023-07-24 11:38:52,Saúde
1673,8404,10,2024-11-15 10:20:28,Seguro
4527,7469,10,2023-04-27 08:51:29,Saúde
339,11291,8,2024-08-21 12:31:47,Pet
1453,13823,9,2024-08-09 08:40:03,Pet
4335,1027,8,2024-01-28 03:28:22,Automotivo
2896,7139,9,2023-01-11 13:44:23,Automotivo
2262,16872,8,2024-11-01 07:43:57,Jurídico
190,18045,8,2025-04-24 13:03:47,Jurídico
3515,14459,9,2024-10-24 20:36:50,Jurídico
4915,18887,7,2025-11-25 17:08:43,Saúde
2570,12074,8,2024-01-14 20:47:54,Seguro
2833,4050,10,2023-03-08 12:45:42,Saúde
3425,18951,7,2024-10-30 23:10:50,Automotivo
917,10882,9,2025-02-01 07:57:01,Residencial
3615,17455,2,2023-09-14 01:43:23,Saúde
2551,12670,8,2025-03-22 16:58:44,Jurídico
1362,16603,8,2024-11-29 02:40:04,Saúde
3001,19637,10,2025-12-14 10:31:39,Seguro
2076,18041,9,2023-11-10 15:20:24,Residencial
1438,18215,8,2025-06-22 15:05:04,Pet
4570,10366,9,2024-07-27 07:10:50,Saúde
303,16239,10,2025-05-07 03:32:58,Benefícios
3552,16451,10,2023-11-24 14:30:47,Seguro
856,11580,10,2023-09-03 18:10:12,Automotivo
129,9432,10,2023-03-04 11:15:34,Saúde
4826,18266,0,2025-03-06 10:49:14,Saúde
4816,11180,9,2025-12-10 21:44:34,Seguro
3344,632,8,2025-01-03 16:51:38,Automotivo
3763,17548,9,2024-06-01 15:39:28,Jurídico
2965,18342,7,2024-02-18 20:12:55,Saúde
1343,1120,10,2024-10-17 01:20:22,Seguro
2085,2291,6,2024-04-16 05:37:51,Saúde
4905,15617,10,2023-09-30 20:42:09,Saúde
4423,12982,10,2023-11-16 17:31:19,Benefícios
3983,5490,10,2023-12-06 13:54:03,Automotivo
1855,11624,8,2024-08-17 07:49:29,Jurídico
3487,2185,9,2023-12-19 03:33:04,Saúde
1063,3315,10,2023-07-06 01:40:24,Seguro
3421,14904,6,2023-09-08 11:31:54,Benefícios
2651,12417,8,2024-09-22 12:43:43,Seguro
3919,16247,10,2024-04-03 07:45:29,Residencial
1594,275,10,2024-10-16 00:55:44,Benefícios
4700,11328,7,2024-05-30 15:20:14,Jurídico
3081,14733,7,2025-02-05 06:37:16,Residencial
3907,1805,9,2023-12-25 21:04:46,Benefícios
4800,6180,6,2025-09-12 08:32:25,Residencial
1105,12164,6,2025-11-05 02:57:42,Saúde
3260,11320,10,2023-05-26 15:12:10,Saúde
3472,8887,8,2023-05-13 15:19:51,Saúde
66,6963,7,2024-01-29 20:59:31,Saúde
4386,11424,8,2023-03-30 18:42:26,Jurídico
3643,18637,0,2023-06-18 08:06:39,Saúde
2742,10513,9,2023-08-11 20:15:50,Residencial
1350,1777,10,2025-06-30 01:39:03,Saúde
1882,14808,10,2024-09-11 20:44:28,Pet
932,12057,4,2024-12-14 23:10:38,Pet
828,2702,10,2024-02-16 01:49:17,Seguro
3262,9367,10,2024-07-24 11:47:49,Jurídico
3509,6563,6,2023-07-01 20:21:40,Benefícios
1996,14050,7,2024-04-01 06:28:39,Seguro
2566,19109,8,2023-02-03 05:01:18,Jurídico
2690,6468,9,2025-04-20 09:31:51,Saúde
3190,286,6,2025-12-13 20:52:52,Jurídico
2988,4270,9,2024-01-17 06:11:36,Seguro
583,4578,10,2024-04-24 11:51:26,Residencial
1991,7662,9,2023-01-23 15:38:20,Residencial
507,11049,10,2023-03-21 01:00:36,Saúde
58,15109,7,2024-05-25 23:21:49,Pet
4663,6368,8,2024-01-22 17:52:47,Saúde
3694,18557,9,2024-02-12 04:25:15,Automotivo
3236,550,9,2024-05-06 21:04:46,Jurídico
955,15285,10,2025-12-20 19:42:50,Seguro
152,18525,10,2023-10-04 13:12:06,Benefícios
4169,17777,8,2023-02-21 15:55:42,Residencial
3651,6683,10,2024-10-26 20:30:28,Saúde
3751,14921,10,2023-10-15 06:22:23,Automotivo
2900,18067,0,2025-02-15 17:57:29,Jurídico
54,5916,0,2023-02-07 00:33:38,Pet
3532,3024,10,2025-10-22 09:57:49,Seguro
1904,19587,7,2023-05-21 06:23:27,Residencial
3170,5196,6,2023-12-22 22:15:20,Residencial
3010,18171,10,2023-12-12 02:58:43,Benefícios
738,11238,10,2023-08-10 15:10:06,Jurídico
3368,12155,7,2023-05-26 14:58:06,Seguro
415,8648,10,2025-08-22 02:44:51,Saúde
939,10713,9,2023-09-23 16:01:20,Benefícios
1967,2068,9,2023-05-06 10:40:05,Automotivo
2977,13832,6,2023-10-16 03:22:10,Saúde
2182,3170,8,2023-01-15 17:59:53,Saúde
1220,18679,6,2025-09-22 02:43:13,Benefícios
4939,9465,9,2024-01-10 15:27:39,Pet
115,17805,8,2025-07-11 00:02:00,Seguro
3337,14444,10,2024-06-05 22:05:39,Saúde
1970,18028,8,2024-10-29 02:39:20,Automotivo
557,8620,7,2023-08-11 16:40:59,Automotivo
2803,13515,10,2025-03-30 19:30:03,Automotivo
3619,10412,9,2023-07-03 19:39:15,Automotivo
2821,16215,9,2025-12-27 14:48:03,Benefícios
4576,8050,10,2023-03-01 05:01:09,Residencial
