id_atendimento,id_cliente,id_servico,data_abertura,data_fechamento,tempo_atendimento_min,custo_real,sla_real_min,ano,mes,plano,categoria
3924,4055,4,2023-05-28 18:24:45,2023-05-28 22:24:45,240,154.42461610312037,240.0,2023,5,Basico,Saúde
3925,1157,4,2024-04-21 13:12:11,2024-04-21 17:21:11,249,66.94221591226315,249.0,2024,4,Basico,Saúde
3926,3979,1,2023-05-06 18:51:24,2023-05-06 22:21:24,210,120.53611584646472,210.0,2023,5,Essencial,Residencial
3927,2513,5,2024-02-20 15:57:48,2024-02-20 17:21:48,84,145.20605972717811,84.0,2024,2,Premium,Benefícios
3928,96,2,2024-07-24 03:33:32,2024-07-24 04:54:32,81,51.54682671862746,81.0,2024,7,Basico,Automotivo
3929,3744,8,2023-11-06 16:25:03,2023-11-06 20:40:03,255,78.36566372805842,255.0,2023,11,Premium,Jurídico
3930,3319,7,2023-04-19 22:25:24,2023-04-19 23:48:24,83,163.28408491177612,83.0,2023,4,Essencial,Seguro
3931,4983,3,2024-12-19 19:58:17,2024-12-19 21:46:17,108,249.3771724880714,108.0,2024,12,Premium,Saúde
3932,2131,7,2025-07-20 18:11:31,2025-07-20 20:14:31,123,164.9233407715396,123.0,2025,7,Basico,Seguro
3933,1816,4,2023-07-05 15:07:21,2023-07-05 16:22:21,75,77.4115431039278,75.0,2023,7,Basico,Saúde
3934,3595,5,2023-07-11 15:19:18,2023-07-11 19:28:18,249,115.44775287421298,249.0,2023,7,Basico,Benefícios
3935,3350,8,2024-12-22 22:40:58,2024-12-23 00:14:58,94,125.24794907449744,94.0,2024,12,Essencial,Jurídico
3936,3854,2,2024-02-03 19:29:45,2024-02-03 20:03:45,34,218.39837268907368,34.0,2024,2,Premium,Automotivo
3937,2945,8,2024-04-19 02:13:35,2024-04-19 04:17:35,124,196.7017193645235,124.0,2024,4,Premium,Jurídico
3938,4543,2,2024-08-27 00:15:14,2024-08-27 01:55:14,100,72.12806955710539,100.0,2024,8,Essencial,Automotivo
3939,2457,2,2025-01-25 09:08:00,2025-01-25 12:54:00,226,133.54848324121988,226.0,2025,1,Basico,Automotivo
3940,1847,4,2025-11-18 16:09:52,2025-11-18 17:53:52,104,94.86297261727728,104.0,2025,11,Basico,Saúde
3941,2450,5,2023-12-19 08:04:19,2023-12-19 11:39:19,215,220.9215642980224,215.0,2023,12,Premium,Benefícios
3942,1715,4,2025-02-12 07:52:02,2025-02-12 09:19:02,87,118.630258092167,87.0,2025,2,Basico,Saúde
3943,1378,7,2024-05-27 11:23:37,2024-05-27 16:15:37,292,133.89705777945437,292.0,2024,5,Premium,Seguro
3944,2797,1,2025-09-29 17:02:08,2025-09-29 20:50:08,228,223.5429756375155,228.0,2025,9,Premium,Residencial
3945,193,6,2025-06-06 18:19:25,2025-06-06 19:15:25,56,230.46477009843156,56.0,2025,6,Essencial,Pet
3946,4632,4,2025-03-12 11:29:42,2025-03-12 15:58:42,269,128.62633328508093,269.0,2025,3,Essencial,Saúde
3947,1488,2,2025-08-30 14:37:20,2025-08-30 17:10:20,153,182.46922100054533,153.0,2025,8,Basico,Automotivo
3948,272,4,2025-11-11 21:43:52,2025-11-12 02:33:52,290,149.1542096352237,290.0,2025,11,Essencial,Saúde
3949,4956,5,2024-03-31 18:02:46,2024-03-31 20:07:46,125,209.23859246045296,125.0,2024,3,Essencial,Benefícios
3950,1418,7,2025-03-20 09:09:38,2025-03-20 11:50:38,161,186.42934629973948,161.0,2025,3,Premium,Seguro
3951,4202,1,2023-02-26 19:02:00,2023-02-26 21:08:00,126,89.45035875784546,126.0,2023,2,Essencial,Residencial
3952,4250,1,2025-02-24 12:56:02,2025-02-24 17:38:02,282,113.47603914013034,282.0,2025,2,Essencial,Residencial
3953,3913,2,2024-12-29 22:34:34,2024-12-29 23:14:34,40,148.0373032524431,40.0,2024,12,Basico,Automotivo
3954,3122,1,2024-07-18 16:47:01,2024-07-18 20:14:01,207,237.0686149881672,207.0,2024,7,Basico,Residencial
3955,2147,7,2024-02-12 18:05:27,2024-02-12 19:01:27,56,91.91986881095104,56.0,2024,2,Premium,Seguro
3956,3602,6,2023-06-04 12:35:46,2023-06-04 16:13:46,218,111.59131725742677,218.0,2023,6,Premium,Pet
3957,3279,5,2024-03-09 12:05:50,2024-03-09 17:05:50,300,156.2871707931975,300.0,2024,3,Premium,Benefícios
3958,416,2,2025-05-17 23:20:51,2025-05-18 03:41:51,261,69.65303236374027,261.0,2025,5,Essencial,Automotivo
3959,1884,5,2025-04-19 05:11:19,2025-04-19 08:19:19,188,93.73320761602456,188.0,2025,4,Essencial,Benefícios
3960,4506,1,2025-08-25 23:15:32,2025-08-26 03:36:32,261,76.76312154565596,261.0,2025,8,Basico,Residencial
3961,2753,3,2023-09-09 15:23:23,2023-09-09 17:54:23,151,127.02058133168964,151.0,2023,9,Basico,Saúde
3962,3072,7,2023-04-27 16:54:07,2023-04-27 19:58:07,184,98.08922314538628,184.0,2023,4,Premium,Seguro
3963,2497,5,2023-07-17 21:13:36,2023-07-18 00:39:36,206,175.48921172242365,206.0,2023,7,Basico,Benefícios
3964,350,6,2024-07-31 13:09:31,2024-07-31 17:16:31,247,179.0016986871639,247.0,2024,7,Basico,Pet
3965,604,3,2024-07-29 22:23:13,2024-07-30 02:21:13,238,99.7146494600076,238.0,2024,7,Basico,Saúde
3966,463,2,2024-09-03 06:13:22,2024-09-03 08:57:22,164,206.1062905505445,164.0,2024,9,Basico,Automotivo
3967,3865,4,2025-09-16 10:17:18,2025-09-16 11:38:18,81,99.33150809951135,81.0,2025,9,Essencial,Saúde
3968,666,2,2024-08-17 06:11:36,2024-08-17 10:46:36,275,229.0053478608692,275.0,2024,8,Basico,Automotivo
3969,50,6,2024-01-19 11:23:22,2024-01-19 11:54:22,31,194.1937825972345,31.0,2024,1,Basico,Pet
3970,3146,2,2023-07-25 16:59:06,2023-07-25 18:31:06,92,141.63445169635412,92.0,2023,7,Essencial,Automotivo
3971,198,7,2024-07-24 14:23:13,2024-07-24 15:52:13,89,90.34273535760506,89.0,2024,7,Essencial,Seguro
3972,1174,7,2025-06-01 22:39:39,2025-06-02 03:04:39,265,128.65770051188608,265.0,2025,6,Basico,Seguro
3973,4969,6,2025-02-07 02:09:16,2025-02-07 05:02:16,173,59.74464394315221,173.0,2025,2,Basico,Pet
3974,1666,8,2025-05-22 14:22:01,2025-05-22 16:50:01,148,42.25016650740323,148.0,2025,5,Basico,Jurídico
3975,609,1,2025-11-04 02:37:32,2025-11-04 04:43:32,126,76.47628936932053,126.0,2025,11,Basico,Residencial
3976,3591,5,2025-12-18 07:36:13,2025-12-18 08:20:13,44,205.2066079276105,44.0,2025,12,Essencial,Benefícios
3977,3459,7,2025-08-02 17:17:21,2025-08-02 18:48:21,91,56.91749255210479,91.0,2025,8,Basico,Seguro
3978,4531,5,2024-02-10 18:30:57,2024-02-10 19:51:57,81,141.62129003603886,81.0,2024,2,Premium,Benefícios
3979,2529,6,2024-04-09 08:18:38,2024-04-09 09:19:38,61,210.57265238698497,61.0,2024,4,Essencial,Pet
3980,3036,2,2023-06-14 15:21:52,2023-06-14 19:06:52,225,38.86734741721439,225.0,2023,6,Essencial,Automotivo
3981,3793,8,2025-03-31 03:04:42,2025-03-31 05:34:42,150,175.75024553761477,150.0,2025,3,Basico,Jurídico
3982,4199,7,2023-08-08 06:11:35,2023-08-08 08:47:35,156,81.84763645290244,156.0,2023,8,Essencial,Seguro
3983,166,3,2025-08-23 10:21:44,2025-08-23 15:07:44,286,150.60823598247248,286.0,2025,8,Basico,Saúde
3984,1522,6,2024-05-17 23:20:31,2024-05-18 02:44:31,204,166.0283737028244,204.0,2024,5,Essencial,Pet
3985,1051,7,2023-04-09 06:37:50,2023-04-09 07:10:50,33,225.77844965401275,33.0,2023,4,Essencial,Seguro
3986,3543,5,2024-12-28 17:11:37,2024-12-28 21:27:37,256,72.11560971316092,256.0,2024,12,Premium,Benefícios
3987,3336,5,2025-04-29 02:01:57,2025-04-29 06:26:57,265,99.25243186761668,265.0,2025,4,Essencial,Benefícios
3988,4351,5,2025-03-11 09:35:48,2025-03-11 12:15:48,160,43.65598012141027,160.0,2025,3,Basico,Benefícios
3989,4748,7,2025-02-17 12:19:22,2025-02-17 12:56:22,37,122.9399778012188,37.0,2025,2,Premium,Seguro
3990,1144,3,2023-03-23 16:45:57,2023-03-23 17:42:57,57,73.05332923234332,57.0,2023,3,Premium,Saúde
3991,215,7,2024-09-29 17:28:30,2024-09-29 18:12:30,44,170.67400441216776,44.0,2024,9,Essencial,Seguro
3992,935,6,2025-10-19 15:04:23,2025-10-19 15:48:23,44,69.36883116280794,44.0,2025,10,Premium,Pet
3993,4320,7,2025-03-11 07:03:23,2025-03-11 10:54:23,231,100.86214466452388,231.0,2025,3,Basico,Seguro
3994,569,5,2025-12-08 14:27:48,2025-12-08 17:09:48,162,217.68360170224963,162.0,2025,12,Essencial,Benefícios
3995,611,1,2024-06-13 17:49:42,2024-06-13 21:02:42,193,66.78928795786516,193.0,2024,6,Essencial,Residencial
3996,4783,8,2025-02-04 22:44:55,2025-02-05 03:36:55,292,162.43498409036116,292.0,2025,2,Essencial,Jurídico
3997,1546,6,2025-05-21 16:02:47,2025-05-21 20:51:47,289,169.53723895128564,289.0,2025,5,Essencial,Pet
3998,4928,1,2023-05-11 10:53:22,2023-05-11 13:10:22,137,87.48960833214005,137.0,2023,5,Premium,Residencial
3999,4462,2,2025-05-07 17:08:06,2025-05-07 20:21:06,193,105.5417905044059,193.0,2025,5,Essencial,Automotivo
4000,412,6,2025-08-15 21:01:07,2025-08-15 22:03:07,62,48.315990045126895,62.0,2025,8,Essencial,Pet
4001,2751,7,2025-11-08 20:27:03,2025-11-09 00:33:03,246,219.8351808288028,246.0,2025,11,Premium,Seguro
4002,1534,8,2023-09-03 02:28:01,2023-09-03 03:55:01,87,204.05305653549877,87.0,2023,9,Premium,Jurídico
4003,2220,2,2025-01-30 10:04:37,2025-01-30 11:01:37,57,102.94137986030026,57.0,2025,1,Premium,Automotivo
4004,2032,6,2025-06-07 08:49:15,2025-06-07 12:45:15,236,132.9816281956128,236.0,2025,6,Essencial,Pet
4005,4654,5,2024-03-05 04:00:19,2024-03-05 08:22:19,262,102.12810488162796,262.0,2024,3,Premium,Benefícios
4006,1736,6,2024-03-01 18:06:19,2024-03-01 18:21:19,15,156.7430261805972,15.0,2024,3,Essencial,Pet
4007,38,6,2023-03-06 17:17:40,2023-03-06 18:11:40,54,116.92760410334016,54.0,2023,3,Premium,Pet
4008,207,7,2023-11-09 14:54:31,2023-11-09 19:03:31,249,151.7182020893908,249.0,2023,11,Basico,Seguro
4009,4739,3,2023-01-29 14:19:42,2023-01-29 14:32:42,13,58.5984619271478,13.0,2023,1,Premium,Saúde
4010,1502,5,2023-08-27 13:04:49,2023-08-27 14:42:49,98,35.63882348321659,98.0,2023,8,Premium,Benefícios
4011,3164,6,2025-10-21 05:54:25,2025-10-21 08:51:25,177,166.47135495315607,177.0,2025,10,Essencial,Pet
4012,632,8,2025-10-04 22:29:14,2025-10-05 01:10:14,161,180.16102068950448,161.0,2025,10,Basico,Jurídico
4013,4889,6,2023-04-23 02:51:06,2023-04-23 04:44:06,113,210.4479213053703,113.0,2023,4,Essencial,Pet
4014,2681,6,2023-03-29 15:43:29,2023-03-29 15:54:29,11,229.8522499705756,11.0,2023,3,Premium,Pet
4015,2231,5,2024-03-31 19:24:21,2024-03-31 20:43:21,79,76.1809762822663,79.0,2024,3,Basico,Benefícios
4016,3891,2,2024-11-27 09:15:14,2024-11-27 10:09:14,54,128.37812891773666,54.0,2024,11,Basico,Automotivo
4017,106,5,2024-05-29 02:07:52,2024-05-29 04:59:52,172,34.86363597914972,172.0,2024,5,Basico,Benefícios
4018,889,2,2025-04-16 08:37:01,2025-04-16 09:11:01,34,195.1494646379908,34.0,2025,4,Premium,Automotivo
4019,3214,8,2025-04-29 02:46:38,2025-04-29 04:22:38,96,206.92860591031496,96.0,2025,4,Basico,Jurídico
4020,3565,3,2025-03-10 23:09:47,2025-03-11 01:36:47,147,155.29300000006003,147.0,2025,3,Basico,Saúde
4021,3975,6,2023-05-02 14:56:37,2023-05-02 17:39:37,163,199.628557973608,163.0,2023,5,Premium,Pet
4022,3457,1,2025-10-26 12:19:56,2025-10-26 14:40:56,141,55.59785623183715,141.0,2025,10,Premium,Residencial
4023,4718,5,2024-07-09 21:57:58,2024-07-09 23:28:58,91,235.11993612758351,91.0,2024,7,Basico,Benefícios
4024,2984,4,2025-04-16 11:01:37,2025-04-16 14:40:37,219,203.89712907296268,219.0,2025,4,Essencial,Saúde
4025,1257,8,2024-03-18 20:01:16,2024-03-18 20:27:16,26,161.81383778412263,26.0,2024,3,Essencial,Jurídico
4026,56,4,2025-02-06 22:40:56,2025-02-06 23:44:56,64,116.75199440320434,64.0,2025,2,Basico,Saúde
4027,3473,2,2024-10-28 20:14:47,2024-10-28 21:18:47,64,118.10373920139196,64.0,2024,10,Premium,Automotivo
4028,2163,6,2023-08-05 11:17:44,2023-08-05 13:36:44,139,189.80879152736344,139.0,2023,8,Essencial,Pet
4029,1544,6,2025-04-08 23:05:23,2025-04-08 23:24:23,19,142.2954443700366,19.0,2025,4,Essencial,Pet
4030,2459,4,2024-07-19 10:12:57,2024-07-19 11:01:57,49,47.78552688509893,49.0,2024,7,Basico,Saúde
4031,1954,6,2024-12-06 06:58:14,2024-12-06 09:49:14,171,159.90477093007675,171.0,2024,12,Basico,Pet
4032,315,7,2023-06-12 05:35:03,2023-06-12 10:26:03,291,224.5313342665939,291.0,2023,6,Essencial,Seguro
4033,907,2,2023-01-14 20:48:23,2023-01-14 22:12:23,84,42.27129587877211,84.0,2023,1,Essencial,Automotivo
4034,4396,2,2024-02-12 17:29:54,2024-02-12 22:26:54,297,170.32937655140915,297.0,2024,2,Essencial,Automotivo
4035,3015,7,2023-10-18 17:45:41,2023-10-18 19:11:41,86,30.82537600526444,86.0,2023,10,Essencial,Seguro
4036,1955,3,2023-02-19 14:55:40,2023-02-19 18:05:40,190,129.07716839185863,190.0,2023,2,Premium,Saúde
4037,2503,7,2024-04-03 14:44:37,2024-04-03 15:41:37,57,35.54844770734993,57.0,2024,4,Premium,Seguro
4038,3329,1,2024-05-21 16:13:58,2024-05-21 16:53:58,40,105.4972595853882,40.0,2024,5,Premium,Residencial
4039,970,4,2024-03-07 07:39:29,2024-03-07 11:03:29,204,205.41050741145196,204.0,2024,3,Basico,Saúde
4040,1148,4,2025-02-21 08:46:27,2025-02-21 11:01:27,135,206.02042271911927,135.0,2025,2,Essencial,Saúde
4041,4949,4,2025-01-01 09:50:58,2025-01-01 13:54:58,244,60.12051118794791,244.0,2025,1,Basico,Saúde
4042,4562,7,2023-01-08 20:15:05,2023-01-08 21:47:05,92,72.95831287312515,92.0,2023,1,Premium,Seguro
4043,1074,2,2024-05-30 16:28:12,2024-05-30 20:25:12,237,43.15575139144453,237.0,2024,5,Basico,Automotivo
4044,3776,1,2023-06-15 19:25:10,2023-06-15 22:10:10,165,98.98012959309568,165.0,2023,6,Essencial,Residencial
4045,1057,7,2023-11-20 00:10:40,2023-11-20 01:11:40,61,203.57079993536,61.0,2023,11,Basico,Seguro
4046,415,4,2023-01-22 07:00:04,2023-01-22 10:50:04,230,67.60105400068562,230.0,2023,1,Premium,Saúde
4047,1280,5,2024-03-07 05:42:04,2024-03-07 06:32:04,50,107.50105850009852,50.0,2024,3,Basico,Benefícios
4048,3366,3,2023-04-10 22:30:45,2023-04-11 02:14:45,224,242.43947888450936,224.0,2023,4,Premium,Saúde
4049,1264,4,2024-04-26 11:08:18,2024-04-26 14:06:18,178,41.52752385008313,178.0,2024,4,Premium,Saúde
4050,2833,3,2023-03-07 10:32:42,2023-03-07 12:45:42,133,168.22302730633805,133.0,2023,3,Essencial,Saúde
4051,1622,1,2025-01-21 21:54:31,2025-01-22 00:13:31,139,91.6138254269042,139.0,2025,1,Basico,Residencial
4052,218,7,2025-01-08 14:09:03,2025-01-08 17:07:03,178,223.9607709704316,178.0,2025,1,Premium,Seguro
4053,1053,1,2025-10-29 22:59:03,2025-10-30 03:01:03,242,45.91062122367228,242.0,2025,10,Essencial,Residencial
4054,1072,4,2024-12-21 15:14:55,2024-12-21 18:01:55,167,73.72838723170287,167.0,2024,12,Premium,Saúde
4055,3396,3,2023-09-07 05:11:45,2023-09-07 08:45:45,214,51.6576004218426,214.0,2023,9,Basico,Saúde
4056,1803,2,2024-06-27 22:21:26,2024-06-28 03:01:26,280,136.9814292420932,280.0,2024,6,Essencial,Automotivo
4057,4007,3,2025-01-17 01:59:15,2025-01-17 06:28:15,269,51.95558253337201,269.0,2025,1,Premium,Saúde
4058,4511,1,2025-08-21 03:54:38,2025-08-21 07:50:38,236,145.2224898661716,236.0,2025,8,Basico,Residencial
4059,4917,2,2025-01-17 13:22:22,2025-01-17 17:38:22,256,113.02899408293082,256.0,2025,1,Basico,Automotivo
4060,908,4,2025-02-17 07:11:46,2025-02-17 08:27:46,76,138.44683347566558,76.0,2025,2,Essencial,Saúde
4061,849,4,2025-08-17 01:36:20,2025-08-17 02:55:20,79,32.632768542485856,79.0,2025,8,Essencial,Saúde
4062,1854,4,2023-04-14 07:47:55,2023-04-14 12:44:55,297,109.29705751363826,297.0,2023,4,Essencial,Saúde
4063,3909,6,2025-03-08 10:15:48,2025-03-08 12:13:48,118,65.79706030947945,118.0,2025,3,Basico,Pet
4064,2007,3,2024-02-06 18:16:42,2024-02-06 21:05:42,169,86.14224478701533,169.0,2024,2,Essencial,Saúde
4065,3549,1,2025-05-16 15:07:14,2025-05-16 19:16:14,249,92.3791159185412,249.0,2025,5,Basico,Residencial
4066,3203,1,2023-07-19 22:59:01,2023-07-20 00:47:01,108,220.9418466221317,108.0,2023,7,Premium,Residencial
4067,510,1,2024-10-18 17:53:56,2024-10-18 19:37:56,104,45.53422900572181,104.0,2024,10,Essencial,Residencial
4068,75,4,2024-03-27 10:03:32,2024-03-27 13:56:32,233,126.90983341717784,233.0,2024,3,Basico,Saúde
4069,1278,8,2023-02-07 14:12:22,2023-02-07 18:40:22,268,103.30481133370168,268.0,2023,2,Basico,Jurídico
4070,813,1,2024-11-27 17:12:26,2024-11-27 18:00:26,48,116.87514297710328,48.0,2024,11,Premium,Residencial
4071,3782,8,2023-01-17 09:07:12,2023-01-17 11:49:12,162,61.88544485556832,162.0,2023,1,Essencial,Jurídico
4072,4574,7,2024-07-11 15:59:03,2024-07-11 17:20:03,81,145.99517789162434,81.0,2024,7,Essencial,Seguro
4073,3783,7,2024-11-09 13:00:59,2024-11-09 13:36:59,36,229.1036367358646,36.0,2024,11,Premium,Seguro
4074,4454,6,2025-12-11 20:05:49,2025-12-11 23:48:49,223,45.25521476130756,223.0,2025,12,Essencial,Pet
4075,4165,6,2025-04-21 15:16:39,2025-04-21 17:05:39,109,223.3905146975345,109.0,2025,4,Essencial,Pet
4076,3080,6,2024-06-13 09:06:03,2024-06-13 13:14:03,248,231.53822647604792,248.0,2024,6,Basico,Pet
4077,1127,5,2023-12-22 12:08:49,2023-12-22 14:23:49,135,108.7392716000225,135.0,2023,12,Basico,Benefícios
4078,1371,4,2025-09-30 01:30:30,2025-09-30 05:59:30,269,212.1920482753956,269.0,2025,9,Premium,Saúde
4079,1266,5,2023-09-24 20:39:28,2023-09-24 21:56:28,77,150.87477631207625,77.0,2023,9,Basico,Benefícios
4080,2468,4,2024-05-24 00:11:00,2024-05-24 03:43:00,212,157.15890374618346,212.0,2024,5,Premium,Saúde
4081,4413,5,2024-12-16 08:22:11,2024-12-16 12:09:11,227,143.93258934774366,227.0,2024,12,Essencial,Benefícios
4082,2527,2,2023-07-09 00:37:12,2023-07-09 02:03:12,86,131.1309433103092,86.0,2023,7,Basico,Automotivo
4083,2136,7,2023-08-06 15:35:35,2023-08-06 16:20:35,45,42.71383553131385,45.0,2023,8,Premium,Seguro
4084,3335,7,2023-07-06 06:38:36,2023-07-06 07:01:36,23,106.08940209734628,23.0,2023,7,Premium,Seguro
4085,2702,2,2025-04-19 06:52:34,2025-04-19 10:37:34,225,215.86598707999067,225.0,2025,4,Premium,Automotivo
4086,3593,3,2025-09-02 23:25:56,2025-09-03 00:35:56,70,196.10249558759315,70.0,2025,9,Essencial,Saúde
4087,4746,1,2023-11-16 23:07:37,2023-11-17 03:05:37,238,180.23491728410457,238.0,2023,11,Premium,Residencial
4088,3024,8,2025-01-13 11:57:05,2025-01-13 13:50:05,113,100.21236117577205,113.0,2025,1,Basico,Jurídico
4089,3504,5,2025-05-15 19:02:20,2025-05-15 19:20:20,18,36.812853732708334,18.0,2025,5,Basico,Benefícios
4090,696,4,2024-09-09 18:57:01,2024-09-09 23:39:01,282,232.1954298010175,282.0,2024,9,Premium,Saúde
4091,4610,4,2025-08-08 23:55:38,2025-08-09 02:24:38,149,153.71039000791282,149.0,2025,8,Premium,Saúde
4092,2932,7,2024-07-21 17:49:18,2024-07-21 21:42:18,233,48.1063253855367,233.0,2024,7,Premium,Seguro
4093,4136,4,2024-04-09 02:20:07,2024-04-09 04:40:07,140,110.2984979281924,140.0,2024,4,Premium,Saúde
4094,3453,3,2023-03-25 02:34:26,2023-03-25 04:39:26,125,59.38886141087665,125.0,2023,3,Basico,Saúde
4095,3820,5,2023-09-29 02:17:45,2023-09-29 05:04:45,167,240.2204260955427,167.0,2023,9,Essencial,Benefícios
4096,2380,3,2024-11-03 19:30:35,2024-11-03 22:26:35,176,161.24481115907878,176.0,2024,11,Basico,Saúde
4097,91,6,2024-05-02 08:30:46,2024-05-02 12:28:46,238,51.30081955146841,238.0,2024,5,Essencial,Pet
4098,2375,4,2025-12-18 20:36:29,2025-12-18 23:34:29,178,150.56992391485886,178.0,2025,12,Premium,Saúde
4099,2030,2,2025-05-27 23:12:19,2025-05-28 02:32:19,200,127.1752779179612,200.0,2025,5,Basico,Automotivo
4100,3369,6,2025-04-01 03:38:33,2025-04-01 04:08:33,30,128.02260414849331,30.0,2025,4,Basico,Pet
4101,2533,5,2023-01-12 00:24:56,2023-01-12 01:13:56,49,139.91358540210888,49.0,2023,1,Essencial,Benefícios
4102,1916,3,2023-07-06 05:01:37,2023-07-06 08:48:37,227,243.39870292991108,227.0,2023,7,Essencial,Saúde
4103,2044,5,2024-11-26 13:00:22,2024-11-26 15:00:22,120,32.03362551331914,120.0,2024,11,Premium,Benefícios
4104,35,6,2023-03-28 03:56:52,2023-03-28 04:26:52,30,227.53197942868107,30.0,2023,3,Essencial,Pet
4105,251,1,2025-06-21 16:53:27,2025-06-21 18:04:27,71,124.29779603859508,71.0,2025,6,Basico,Residencial
4106,1891,8,2023-12-23 23:11:21,2023-12-24 03:18:21,247,101.20136134924064,247.0,2023,12,Basico,Jurídico
4107,3376,3,2025-04-20 12:28:29,2025-04-20 16:14:29,226,31.001054020446176,226.0,2025,4,Basico,Saúde
4108,3296,4,2023-05-14 02:35:10,2023-05-14 03:31:10,56,203.088170464708,56.0,2023,5,Premium,Saúde
4109,3307,2,2025-02-16 03:46:52,2025-02-16 07:35:52,229,103.1345268969688,229.0,2025,2,Basico,Automotivo
4110,2893,1,2023-08-30 07:41:15,2023-08-30 10:22:15,161,172.88304336105676,161.0,2023,8,Essencial,Residencial
4111,2397,6,2023-04-04 08:32:03,2023-04-04 09:43:03,71,76.76920465899731,71.0,2023,4,Premium,Pet
4112,254,6,2025-08-26 04:17:29,2025-08-26 08:42:29,265,56.843734842495024,265.0,2025,8,Basico,Pet
4113,3432,1,2023-03-13 22:54:03,2023-03-13 23:15:03,21,44.29351155956683,21.0,2023,3,Premium,Residencial
4114,2541,8,2023-12-07 02:14:50,2023-12-07 03:42:50,88,49.606225936066295,88.0,2023,12,Premium,Jurídico
4115,3840,6,2025-09-01 12:49:14,2025-09-01 16:13:14,204,148.57977979932673,204.0,2025,9,Essencial,Pet
4116,3091,2,2025-08-14 02:42:37,2025-08-14 05:40:37,178,64.96870145429898,178.0,2025,8,Premium,Automotivo
4117,3638,2,2025-10-28 08:34:41,2025-10-28 09:21:41,47,106.16958008284332,47.0,2025,10,Basico,Automotivo
4118,580,6,2024-09-12 19:28:08,2024-09-12 21:07:08,99,85.2481168868974,99.0,2024,9,Premium,Pet
4119,1927,7,2023-11-10 23:02:01,2023-11-11 03:51:01,289,152.83638766398178,289.0,2023,11,Premium,Seguro
4120,4340,8,2024-02-21 16:11:18,2024-02-21 16:23:18,12,192.45204784491864,12.0,2024,2,Basico,Jurídico
4121,920,8,2025-03-02 14:23:14,2025-03-02 18:58:14,275,71.26190017945319,275.0,2025,3,Basico,Jurídico
4122,3389,7,2023-09-25 13:05:33,2023-09-25 16:47:33,222,65.87300950838653,222.0,2023,9,Premium,Seguro
4123,770,7,2023-10-15 17:02:25,2023-10-15 18:13:25,71,59.88361533183065,71.0,2023,10,Basico,Seguro
4124,1778,4,2025-07-25 21:52:06,2025-07-26 01:10:06,198,41.78298716067911,198.0,2025,7,Premium,Saúde
4125,2730,5,2024-11-04 07:57:17,2024-11-04 09:39:17,102,70.9475940647331,102.0,2024,11,Basico,Benefícios
4126,1501,6,2024-03-16 05:45:43,2024-03-16 09:26:43,221,37.74240136890791,221.0,2024,3,Premium,Pet
4127,1425,6,2023-06-29 16:40:37,2023-06-29 19:05:37,145,225.15044598268503,145.0,2023,6,Premium,Pet
4128,2630,5,2024-04-20 18:17:03,2024-04-20 20:06:03,109,170.83958493483038,109.0,2024,4,Basico,Benefícios
4129,325,7,2024-08-01 20:57:46,2024-08-02 00:57:46,240,115.66024849702808,240.0,2024,8,Basico,Seguro
4130,2610,2,2024-02-24 04:17:22,2024-02-24 09:01:22,284,131.0021769052677,284.0,2024,2,Essencial,Automotivo
4131,4365,7,2024-02-02 06:33:11,2024-02-02 10:47:11,254,168.21188469483312,254.0,2024,2,Basico,Seguro
4132,2695,3,2025-12-23 20:50:30,2025-12-23 23:49:30,179,186.14684105743967,179.0,2025,12,Premium,Saúde
4133,2820,6,2023-11-14 10:25:41,2023-11-14 11:57:41,92,86.2325595390627,92.0,2023,11,Basico,Pet
4134,956,2,2023-11-04 10:49:11,2023-11-04 14:17:11,208,169.56175708460165,208.0,2023,11,Premium,Automotivo
4135,1162,2,2025-02-10 02:42:42,2025-02-10 03:07:42,25,206.28640505551263,25.0,2025,2,Basico,Automotivo
4136,3465,4,2024-09-13 10:34:05,2024-09-13 14:07:05,213,129.79128812557786,213.0,2024,9,Premium,Saúde
4137,1598,5,2024-05-11 22:15:18,2024-05-12 02:19:18,244,171.10833235278983,244.0,2024,5,Basico,Benefícios
4138,4391,4,2025-11-14 17:16:30,2025-11-14 18:52:30,96,34.00240110606586,96.0,2025,11,Basico,Saúde
4139,2685,8,2025-09-24 17:20:13,2025-09-24 21:11:13,231,231.45605842619355,231.0,2025,9,Basico,Jurídico
4140,34,2,2023-04-12 06:38:17,2023-04-12 08:17:17,99,104.81229905700258,99.0,2023,4,Essencial,Automotivo
4141,4898,8,2023-08-01 10:34:43,2023-08-01 15:10:43,276,160.42996622672564,276.0,2023,8,Essencial,Jurídico
4142,1051,8,2023-08-02 06:21:46,2023-08-02 08:09:46,108,138.3157839829235,108.0,2023,8,Essencial,Jurídico
4143,149,7,2023-07-19 18:25:53,2023-07-19 22:28:53,243,119.09930818581364,243.0,2023,7,Basico,Seguro
4144,2452,3,2024-01-13 18:40:16,2024-01-13 18:56:16,16,67.03130114460279,16.0,2024,1,Premium,Saúde
4145,274,7,2024-09-09 00:21:04,2024-09-09 00:46:04,25,187.53831850848223,25.0,2024,9,Basico,Seguro
4146,3463,3,2024-07-19 18:37:39,2024-07-19 23:00:39,263,134.75405718189492,263.0,2024,7,Essencial,Saúde
